codigo_truper,clave,descripcion,descripcion_familia,presentacion,marca,precio_catalogo_publico,pagina_catalogo,confianza_extraccion,requiere_revision,elegible_para_maestro
104251,MALE-18X,"Deniers Deniers base plástica rígida, 18"" (45 cm)",Deniers Deniers base plástica rígida,"18"" (45 cm)",,575,77,alta,False,True
104252,MALE-20X,"Deniers Deniers base plástica rígida, 20"" (50 cm)",Deniers Deniers base plástica rígida,"20"" (50 cm)",,700,77,alta,False,True
104254,CTG-5,,UV,50 mm 10 m 3,,310,94,media,True,False
104255,CTG-10,,UV,100 mm 10 m 2,,515,94,media,True,False
104275,N20-COMBO-RD,,,,,3650,262,media,True,False
104406,E6013-3X,"Bolsas con 1 kg de electrodos Blue Point para proceso de soldadura SMAW (MMA), · Trabajos continuos y mejor acabado",Bolsas con 1 kg de electrodos Blue Point para proceso de soldadura SMAW (MMA),· Trabajos continuos y mejor acabado,,120,359,alta,False,True
104407,E6013-4X,Bolsas con 1 kg de electrodos Blue Point para proceso de soldadura SMAW (MMA),Bolsas con 1 kg de electrodos Blue Point para proceso de soldadura SMAW (MMA),,,120,359,alta,False,True
104408,E6013-5X,"Bolsas con 1 kg de electrodos Blue Point para proceso de soldadura SMAW (MMA), · Herrería profesional y soldaduras visibles",Bolsas con 1 kg de electrodos Blue Point para proceso de soldadura SMAW (MMA),· Herrería profesional y soldaduras visibles,,120,359,alta,False,True
104412,A12-ROT-1,"Herramienta, 1 batería de 2 Ah y cargador, 12793 / ROTI-12AC","Herramienta, 1 batería de 2 Ah y cargador",12793 / ROTI-12AC,,850,263,alta,False,True
104413,A12-TAL-1,"Herramienta, 1 batería de 2 Ah y cargador, 18653 / TALI-12AC","Herramienta, 1 batería de 2 Ah y cargador",18653 / TALI-12AC,,820,263,alta,False,True
104414,A12-DES-1,"Herramienta, 1 batería de 2 Ah y cargador","Herramienta, 1 batería de 2 Ah y cargador",,,995,263,alta,False,True
104424,A12-BAT-2A,"Batería de ion litio para máquinas inalámbricas, 12 V","Batería de ion litio para máquinas inalámbricas, 12 V",,,215,263,alta,False,True
104425,A12-CAR,"Cargador de batería para máquinas inalámbricas, 12 V","Cargador de batería para máquinas inalámbricas, 12 V",,,185,263,alta,False,True
104452,DID-745,"de diamante, corte de vidrio continuo, 15 × 1.5 mm 13,300 rpm","de diamante, corte de vidrio continuo","15 × 1.5 mm 13,300 rpm",,187,155,alta,False,True
104453,DID-670,"de diamante, corte de porcelanato, Discos turbo de malla rin, 10 × 1.8 mm 8,500 rpm","de diamante, corte de porcelanato, Discos turbo de malla rin","10 × 1.8 mm 8,500 rpm",,545,155,alta,False,True
104456,A12-COMBO-RD,"2 herramientas, 2 baterías de 2 Ah cargador y maleta de 12","2 herramientas, 2 baterías de 2 Ah cargador y maleta de 12",,,1765,263,alta,False,True
104462,SPT-12F,"Serrucho de poda hoja curva 12"", mango Comfort Grip, 6","Serrucho de poda hoja curva 12"", mango Comfort Grip",6,,270,375,alta,False,True
104473,VASO-44E2,"Vasos de repuesto para pistolas para pintar, 2025",Vasos de repuesto para pistolas para pintar,2025,,110,111,alta,False,True
104474,VASO-33E2,"Vasos de repuesto para pistolas para pintar, 2025",Vasos de repuesto para pistolas para pintar,2025,,125,111,alta,False,True
104479,MPS-M,"Mangas de protección solar, M 46 14 10.5 cm",Mangas de protección solar,M 46 14 10.5 cm,,175,327,alta,False,True
104496,TORX-13L,"Juegos de llaves torx, 13 Llaves 36",Juegos de llaves torx,13 Llaves 36,,249,217,alta,False,True
104497,TORX-13,"Juegos de llaves torx, 13 Llaves 36",Juegos de llaves torx,13 Llaves 36,,204,217,alta,False,True
104499,BAV-116-B,"para metal en blíster, 2 o|z i|sx 10",para metal en blíster,2 o|z i|sx 10,,22,63,alta,False,True
1045,cm,300 kg metálicas de repuesto,300 kg metálicas de repuesto,,,510,169,baja,True,False
104510,MPS-G,"Mangas de protección solar, G 48 15 12 cm",Mangas de protección solar,G 48 15 12 cm,,175,327,alta,False,True
104520,BAV-564-B,"para metal en blíster, 2 1 m|xv 10",para metal en blíster,2 1 m|xv 10,,22,63,alta,False,True
104555,SPS-50,Sombrero de protección solar,Sombrero de protección solar,,,355,327,alta,False,True
104582,EXTF-54,"telescópicas de fibra de vidrio, 5.4 m (17.7 )",telescópicas de fibra de vidrio,5.4 m (17.7 ),,630,297,alta,False,True
104596,N20-COMBO-RE,,,,,3900,262,media,True,False
104654,TR-82M-X,"Cortador de ramas con mango telescópico de fibra de vidrio y aluminio, 16 (40 cm)",Cortador de ramas con mango telescópico de fibra de vidrio y aluminio,16 (40 cm),,1300,374,alta,False,True
104655,MG-TR-82X,"Mango telescópico de fibra de vidrio y aluminio de 2 a 3.70 m, 42 × 29 mm",Mango telescópico de fibra de vidrio y aluminio de 2 a 3.70 m,42 × 29 mm,,660,374,alta,False,True
104656,TR-82-X,"Cortador de ramas sin mango, 16 (40 cm)",Cortador de ramas sin mango,16 (40 cm),,660,374,alta,False,True
104657,TR-82F,"Cortador de ramas sin mango, 16 (40 cm)",Cortador de ramas sin mango,16 (40 cm),,625,374,alta,False,True
104680,MAPI-17,Martillo piqueta para soldador,Martillo piqueta para soldador,,,118,361,alta,False,True
1050,Izquierda,,Tarjas 100 × 50 cm,,,1425,485,baja,True,False
1051,Izquierda,,Tarjas 100 × 51 cm,,,1515,484,baja,True,False
10510,CAB-5430-18,"Línea de vida con amortiguador cinta de poliéster, × 350 lb (1.55 kN)",Línea de vida con amortiguador cinta de poliéster,× 350 lb (1.55 kN),,630,342,alta,False,True
10511,CAB-5489-15,"Cables de posicionamiento cuerda trenzada de poliéster, 350lb1.55kN 1.5 m",Cables de posicionamiento cuerda trenzada de poliéster,350lb1.55kN 1.5 m,,400,343,alta,False,True
10512,CAB-5489-20,"Cables de posicionamiento cuerda trenzada de poliéster, × 350lb1.55kN 2 m",Cables de posicionamiento cuerda trenzada de poliéster,× 350lb1.55kN 2 m,,430,343,alta,False,True
10546,EXTF-36,"telescópicas de fibra de vidrio, 3.6 m (11.8 )",telescópicas de fibra de vidrio,3.6 m (11.8 ),,535,297,alta,False,True
10547,EXTM-12,"Extensiones de acero, 1.2 m (3.9 )",Extensiones de acero,1.2 m (3.9 ),,55,297,alta,False,True
10548,EXTM-24,"Extensiones de acero, 2.4 m (7.8 )",Extensiones de acero,2.4 m (7.8 ),,96,297,alta,False,True
10549,EXTM-30,"Extensiones de acero, 3 m (9.8 )",Extensiones de acero,3 m (9.8 ),,110,297,alta,False,True
10564,CAS-NX,,E,,,200,326,media,True,False
10566,CAS-AX,,E,,,200,326,media,True,False
10567,CAS-BX,,E,,,200,326,media,True,False
10570,CAS-ZX,,E,,,200,326,media,True,False
10572,CAS-VX,,E,,,200,326,media,True,False
10573,CAS-RX,,E,,,200,326,media,True,False
1060,"1⁄v""","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6"", 2,700 rpm","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""","2,700 rpm",,265,151,baja,True,False
10643,MORCA-16T,,25%,"16 oz 1 5⁄sx"" [_ (38 cm)",,152,280,media,True,False
10644,MORCA-20T,,25%,"20 oz 1 1⁄2"" [c (48 cm)",,195,280,media,True,False
10678,POCA-L,Funda de carnaza para limas triangulares,Funda de carnaza para limas triangulares,,,24,199,alta,False,True
10754,MCIM-16,"Martillo tubular para cimbra , uña recta, 16 oz","Martillo tubular para cimbra , uña recta, 16 oz","16 oz 1 1⁄v"" [a (43 cm)",,380,280,alta,False,True
10757,LEN-NL,"Lentes para láser, Rojo",Lentes para láser,Rojo,,180,329,alta,False,True
10763,CAB-5431-18-A,"Línea de vida con amortiguador cuerda trenzada de poliéster, ANSI, 3,600 lb (16 kN)","Línea de vida con amortiguador cuerda trenzada de poliéster, ANSI","3,600 lb (16 kN)",,870,342,alta,False,True
1080,rpm,"Discos sierra para aluminio , para sierras de inglete, Ltra 5ino","Discos sierra para aluminio , para sierras de inglete",Ltra 5ino,,850,156,baja,True,False
10811,REGLA-22,,,,,36,79,media,True,False
10820,LEN-LS5,"Lentes de seguridad ultra ligeros, Verde",Lentes de seguridad ultra ligeros,Verde,,39,329,alta,False,True
10821,LEN-LIE,"Lentes de seguridad ultra ligeros, InteriorExterior",Lentes de seguridad ultra ligeros,InteriorExterior,,39,329,alta,False,True
10822,LEN-LEP,"Lentes de seguridad ultra ligeros, Espejo plata",Lentes de seguridad ultra ligeros,Espejo plata,,39,329,alta,False,True
10823,LEN-LEZ,"Lentes de seguridad ultra ligeros, Espejo azul",Lentes de seguridad ultra ligeros,Espejo azul,,39,329,alta,False,True
10824,LEDE-IE,"Lentes de seguridad panorámicos, InteriorExterior",Lentes de seguridad panorámicos,InteriorExterior,,72,329,alta,False,True
10825,LEDE-EP,"Lentes de seguridad panorámicos, Espejo plata",Lentes de seguridad panorámicos,Espejo plata,,72,329,alta,False,True
10826,LEDE-EZ,"Lentes de seguridad panorámicos, Espejo azul",Lentes de seguridad panorámicos,Espejo azul,,72,329,alta,False,True
10902,CHP-23R,,57 L,,,1015,77,media,True,False
10916,LTP-4M,"Limas mango de polipropileno, ^ (10 cm) 3⁄8"" 6",Limas mango de polipropileno,"^ (10 cm) 3⁄8"" 6",,29,198,alta,False,True
10917,LTP-5M,"Limas mango de polipropileno, _ (13 cm) o⁄sx"" 6",Limas mango de polipropileno,"_ (13 cm) o⁄sx"" 6",,30,198,alta,False,True
10918,LTR-6M,"triangulares 34 y 36 dpp , Limas mango de polipropileno, 34 ` (15 cm) o⁄sx""","triangulares 34 y 36 dpp , Limas mango de polipropileno","34 ` (15 cm) o⁄sx""",,35,198,alta,False,True
10921,LTR-7M,"triangulares 34 y 36 dpp , Limas mango de polipropileno, 36 a (18 cm) 1o⁄u2""","triangulares 34 y 36 dpp , Limas mango de polipropileno","36 a (18 cm) 1o⁄u2""",,53,198,alta,False,True
10922,LTR-8M,"triangulares 34 y 36 dpp , Limas mango de polipropileno, 36 b (20 cm) 1o⁄u2""","triangulares 34 y 36 dpp , Limas mango de polipropileno","36 b (20 cm) 1o⁄u2""",,60,198,alta,False,True
10932,CDU-10XX,"Cintas para ducto Cintas para ducto, 10 m 6 60",Cintas para ducto Cintas para ducto,10 m 6 60,,62,92,alta,False,True
10933,CDU-30XX,"Cintas para ducto Cintas para ducto, 30 m 4 40",Cintas para ducto Cintas para ducto,30 m 4 40,,175,92,alta,False,True
10944,CDU-50XX,"Cintas para ducto Cintas para ducto, 50 m 4 24",Cintas para ducto Cintas para ducto,50 m 4 24,,265,92,alta,False,True
10996,LCM-6,"Funda de carnaza para limas triangulares, 6 (15 cm) q⁄sx"" 5⁄xv"" 6",Funda de carnaza para limas triangulares,"6 (15 cm) q⁄sx"" 5⁄xv"" 6",,79,199,alta,False,True
10997,LCB-6,"Funda de carnaza para limas triangulares, 6 (15 cm) q⁄sx"" 5⁄xv"" 6",Funda de carnaza para limas triangulares,"6 (15 cm) q⁄sx"" 5⁄xv"" 6",,62,199,alta,False,True
10998,LCM-8,"Funda de carnaza para limas triangulares, 8 (20 cm) 13⁄sx"" 3⁄u2"" 6",Funda de carnaza para limas triangulares,"8 (20 cm) 13⁄sx"" 3⁄u2"" 6",,87,199,alta,False,True
10999,LCB-8,"Funda de carnaza para limas triangulares, 8 (20 cm) 13⁄sx"" 3⁄u2"" 6",Funda de carnaza para limas triangulares,"8 (20 cm) 13⁄sx"" 3⁄u2"" 6",,72,199,alta,False,True
1100,PH0,"iguales , largo 2"" (50 mm) (iguales) , largo 1 (25 mm) iguales , largo 3"" (75 mm)","iguales , largo 2"" (50 mm) (iguales) , largo 1 (25 mm) iguales , largo 3"" (75 mm)",,,39,315,alta,False,True
110000,,Guardapolvos automáticos,Guardapolvos automáticos,,,152,581,baja,True,False
1101,PH1,"iguales , largo 2"" (50 mm) (iguales) , largo 1 (25 mm) iguales , largo 3"" (75 mm)","iguales , largo 2"" (50 mm) (iguales) , largo 1 (25 mm) iguales , largo 3"" (75 mm)",,,39,315,alta,False,True
110130,,,VRD,,,3250,354,baja,True,False
1102,PH2,"iguales , largo 2"" (50 mm) (iguales) , largo 1 (25 mm) iguales , largo 3"" (75 mm)","iguales , largo 2"" (50 mm) (iguales) , largo 1 (25 mm) iguales , largo 3"" (75 mm)",,,39,315,alta,False,True
1103,PH3,"iguales , largo 2"" (50 mm) (iguales) , largo 1 (25 mm) iguales , largo 3"" (75 mm)","iguales , largo 2"" (50 mm) (iguales) , largo 1 (25 mm) iguales , largo 3"" (75 mm)",,,39,315,alta,False,True
11095,,,,109,,,,baja,True,False
11097,,,,109,,,,baja,True,False
11098,,,,109,,,,baja,True,False
11101,,,,30,,,,baja,True,False
11102,MAN-ASPI-G1,Refacciones para aspiradoras,Refacciones para aspiradoras,,,470,30,alta,False,True
11103,MAN-ASPI-G2,Refacciones para aspiradoras,Refacciones para aspiradoras,,,585,30,alta,False,True
1111,,"Mecánica Guantes para mecánico, alta visibilidad , palma de poliuretano","Mecánica Guantes para mecánico, alta visibilidad , palma de poliuretano",,,,335,baja,True,False
11110,BAV-116,"Brocas para metal en caja telescópica Brocas, 2 o|z i|sx",Brocas para metal en caja telescópica Brocas,2 o|z i|sx,,19,63,alta,False,True
11112,BAV-564,"Brocas para metal en caja telescópica Brocas, 2 1 m|xv",Brocas para metal en caja telescópica Brocas,2 1 m|xv,,19,63,alta,False,True
11114,BAV-332,"Brocas para metal en caja telescópica Brocas, 2 1 i|v k|ut",Brocas para metal en caja telescópica Brocas,2 1 i|v k|ut,,19,63,alta,False,True
11135,MD-10FX,,"Marro demoledor, 10 lb, ma>6@ de 580ra de J8dr8@ de 36"" (90 cm)",10 lb (4.5 kg),,910,279,media,True,False
1120,,"Ruedas flap, 120",Ruedas flap,120,,34,197,baja,True,False
1121,,Textiles | Guantes de algodón/poliéster con puntos de PVC,Textiles | Guantes de algodón/poliéster con puntos de PVC,,,,336,baja,True,False
11237,LPB-10T,"planas Limas media caña, [Y (25 cm) 1"" 5⁄sx"" 6",planas Limas media caña,"[Y (25 cm) 1"" 5⁄sx"" 6",,127,198,alta,False,True
11238,LPM-6T,"planas Limas media caña, ` (15 cm) 5⁄8"" 3⁄sx"" 6",planas Limas media caña,"` (15 cm) 5⁄8"" 3⁄sx"" 6",,75,198,alta,False,True
11240,LPM-8T,"planas Limas media caña, b (20 cm) 3⁄v"" 1⁄v"" 6",planas Limas media caña,"b (20 cm) 3⁄v"" 1⁄v"" 6",,95,198,alta,False,True
11241,LPM-10T,"planas Limas media caña, [Y (25 cm) 1"" 5⁄sx"" 6",planas Limas media caña,"[Y (25 cm) 1"" 5⁄sx"" 6",,130,198,alta,False,True
11243,LMCB-10T,"media caña, [Y (25 cm) 1"" 5⁄sx"" 6",media caña,"[Y (25 cm) 1"" 5⁄sx"" 6",,152,198,alta,False,True
11244,LRB-10T,"Limas triángulo doble 58 dpp, con mango para ensamblar , en caja, [Y (25 cm) 3⁄8"" 6","Limas triángulo doble 58 dpp, con mango para ensamblar , en caja","[Y (25 cm) 3⁄8"" 6",,95,198,alta,False,True
11246,LES-10T,"escofinas media caña, [Y (25 cm) 15⁄sx"" 3⁄8"" 6",escofinas media caña,"[Y (25 cm) 15⁄sx"" 3⁄8"" 6",,165,198,alta,False,True
11247,LRM-6T,"Limas triángulo doble 58 dpp, con mango para ensamblar , en caja, ` (15 cm) 1⁄v"" 6","Limas triángulo doble 58 dpp, con mango para ensamblar , en caja","` (15 cm) 1⁄v"" 6",,67,198,alta,False,True
1125,kg,"Rodajas de hule, placa fija con balero, 2i|t"" (65) 35 87 12 95 × 66 6 12","Rodajas de hule, placa fija con balero","2i|t"" (65) 35 87 12 95 × 66 6 12",,105,550,baja,True,False
11256,MD-4HX,,"15% Marro demoledor, 4 lb, ma>6@ de madera de 1\"" (30 cm)",4 lb (1.8 kg),,290,279,media,True,False
1130,cm,"Calculadoras de escritorio Pluma Libreta ejecutiva Cuaderno profesional, 120",Calculadoras de escritorio Pluma Libreta ejecutiva Cuaderno profesional,120,,72,597,baja,True,False
1135,kg,"Rodajas de hule, placa fija con balero, 2"" (50) 25 72 8 67 × 49 6 12","Rodajas de hule, placa fija con balero","2"" (50) 25 72 8 67 × 49 6 12",,62,550,baja,True,False
1137,,Cajas para dinero,Cajas para dinero,,,,571,baja,True,False
11394,JBAV-5,,,,,145,64,media,True,False
11399,JBAV-10,,,,,320,64,media,True,False
1145,kg,"Rodajas de hule, placa fija con balero, 4"" (100) 35 130 10 105 × 84 4 12","Rodajas de hule, placa fija con balero","4"" (100) 35 130 10 105 × 84 4 12",,130,550,baja,True,False
11457,BROU-R2-58,"Brocas rectas de dos filos Brocas corte recto con balero, m|z (16 mm) jm|ut (20 mm)",Brocas rectas de dos filos Brocas corte recto con balero,m|z (16 mm) jm|ut (20 mm),,187,75,alta,False,True
1155,kg,"Rodajas de hule, placa fija con balero, 5"" (125) 35 152 12 95 × 66 4 24","Rodajas de hule, placa fija con balero","5"" (125) 35 152 12 95 × 66 4 24",,180,550,baja,True,False
1164,ii|xv,Brocas para metal en caja telescópica Brocas,Brocas para metal en caja telescópica Brocas,,,32,63,baja,True,False
11718,PRE-2,"Prensas de resorte », 1 (23 mm) 6 × 5 cm (2 3⁄8"" × 2"" ) 12",Prensas de resorte »,"1 (23 mm) 6 × 5 cm (2 3⁄8"" × 2"" ) 12",,14.50,311,alta,False,True
11719,PRE-3,"Prensas de resorte », 1 q⁄s6 (41 mm) 9 × 8 cm (3 1⁄2"" × 3"" ) 12",Prensas de resorte »,"1 q⁄s6 (41 mm) 9 × 8 cm (3 1⁄2"" × 3"" ) 12",,19,311,alta,False,True
11720,,,,172,,,,baja,True,False
11724,CDC-1915,"Ancho 19 mm, 1.5 m",Ancho 19 mm,1.5 m,,26,94,alta,False,True
11725,CDC-1950,"Ancho 19 mm, 5 m",Ancho 19 mm,5 m,,55,94,alta,False,True
11726,CDC-19100,"Ancho 19 mm, 10 m",Ancho 19 mm,10 m,,105,94,alta,False,True
11727,CDC-2550,Ancho 25 mm,Ancho 25 mm,5 m,,75,94,alta,False,True
11728,CDC-25100,"Ancho 25 mm, 10 m",Ancho 25 mm,10 m,,140,94,alta,False,True
11822,PLOM-16G,"Plomadas de latón tipo Guatemala, 450 g (16 oz) 45 × 45 mm",Plomadas de latón tipo Guatemala,450 g (16 oz) 45 × 45 mm,,340,313,alta,False,True
11823,PLOM-24G,"Plomadas de latón tipo Guatemala, 680 g (24 oz) 52 × 52 mm",Plomadas de latón tipo Guatemala,680 g (24 oz) 52 × 52 mm,,450,313,alta,False,True
11824,PLOM-32G,"Plomadas de latón tipo Guatemala, 910 g (32 oz) 60 × 60 mm",Plomadas de latón tipo Guatemala,910 g (32 oz) 60 × 60 mm,,600,313,alta,False,True
11848,PLOM-8L,"Plomadas de acero tipo trompo, 225 g (8 oz) 39 × 58 mm 36",Plomadas de acero tipo trompo,225 g (8 oz) 39 × 58 mm 36,,105,313,alta,False,True
11849,PLOM-16L,"Plomadas de acero tipo trompo, 450 g (16 oz) 52 × 69 mm 16",Plomadas de acero tipo trompo,450 g (16 oz) 52 × 69 mm 16,,137,313,alta,False,True
1200,PH0,"iguales , largo 2"" (50 mm) iguales , largo 3"" (75 mm)","iguales , largo 2"" (50 mm) iguales , largo 3"" (75 mm)",,,55,315,alta,False,True
1201,PH1,"iguales , largo 2"" (50 mm) iguales , largo 3"" (75 mm)","iguales , largo 2"" (50 mm) iguales , largo 3"" (75 mm)",,,55,315,alta,False,True
120160,Salida:,,VRD,,,5000,355,baja,True,False
1202,PH2,"iguales , largo 2"" (50 mm) iguales , largo 3"" (75 mm)","iguales , largo 2"" (50 mm) iguales , largo 3"" (75 mm)",,,55,315,alta,False,True
12020,cm,"Tensión 54 kg (120 lb), ancho 7.5 mm, Natural 10","Tensión 54 kg (120 lb), ancho 7.5 mm",Natural 10,,24,398,baja,True,False
1203,PH3,"iguales , largo 2"" (50 mm) iguales , largo 3"" (75 mm)","iguales , largo 2"" (50 mm) iguales , largo 3"" (75 mm)",,,55,315,alta,False,True
12030,cm,"Tensión 54 kg (120 lb), ancho 7.5 mm, Natural 10","Tensión 54 kg (120 lb), ancho 7.5 mm",Natural 10,,30,398,baja,True,False
1205,,punta,punta,,,105,127,baja,True,False
1206,,punta,punta,,,105,127,baja,True,False
12075,cm,"Tensión 54 kg (120 lb), ancho 7.5 mm, Natural 10","Tensión 54 kg (120 lb), ancho 7.5 mm",Natural 10,,77,398,baja,True,False
1208,,punta,punta,,,110,127,baja,True,False
1209,,"Dados cortos de 12 puntas, 120",Dados cortos de 12 puntas,120,,55,125,baja,True,False
1210,,"Dados largos de 12 puntas, 48",Dados largos de 12 puntas,48,,95,125,baja,True,False
12100,C-14X5,"Cinceles de corte frío, _ (13 cm) 1⁄v"" (6 mm) 12",Cinceles de corte frío,"_ (13 cm) 1⁄v"" (6 mm) 12",,42,92,alta,False,True
12103,C-516X6,"Cinceles de corte frío, ` (15 cm) 5⁄sx"" (8 mm) 12",Cinceles de corte frío,"` (15 cm) 5⁄sx"" (8 mm) 12",,42,92,alta,False,True
12106,C-38X6,"Cinceles de corte frío, ` (15 cm) 3⁄8"" (10 mm) 12",Cinceles de corte frío,"` (15 cm) 3⁄8"" (10 mm) 12",,46,92,alta,False,True
12107,CAB-200,"Refacciones para soldadoras inversoras, ue6o de ca0les con portaelectrodo y pinNa para tierra, conector r/pido k|z, \YY 6",Refacciones para soldadoras inversoras,"ue6o de ca0les con portaelectrodo y pinNa para tierra, conector r/pido k|z, \YY 6",,870,361,alta,False,True
12108,AN-SI-121620,"Refacciones para soldadoras inversoras, ntorc7a para proceso % con conector r/pido k|z 6",Refacciones para soldadoras inversoras,ntorc7a para proceso % con conector r/pido k|z 6,,1425,361,alta,False,True
12109,C-38X8,"Cinceles de corte frío, b (20 cm) 3⁄8"" (10 mm) 12",Cinceles de corte frío,"b (20 cm) 3⁄8"" (10 mm) 12",,58,92,alta,False,True
1211,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,90,125,baja,True,False
12110,PUL-4X6T,,,,,3350,230,media,True,False
12115,C-12X6,"Cinceles de corte frío, ` (15 cm) 1⁄2"" (13 mm) 6",Cinceles de corte frío,"` (15 cm) 1⁄2"" (13 mm) 6",,62,92,alta,False,True
12118,C-12X8,"Cinceles de corte frío, b (20 cm) 1⁄2"" (13 mm) 6",Cinceles de corte frío,"b (20 cm) 1⁄2"" (13 mm) 6",,77,92,alta,False,True
1212,L12,"Canaletas, 2 m, 12 × A 12 mm NA","Canaletas, 2 m",12 × A 12 mm NA,,21,381,alta,False,True
12121,,"Índice de, 92",Índice de,92,,,,baja,True,False
12124,,"Índice de, 92",Índice de,92,,,,baja,True,False
12127,C-58X6,"Cinceles de corte frío, ` (15 cm) 5⁄8"" (16 mm) 6",Cinceles de corte frío,"` (15 cm) 5⁄8"" (16 mm) 6",,62,92,alta,False,True
1213,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,90,125,baja,True,False
12130,C-58X8,"Cinceles de corte frío, b (20 cm) 5⁄8"" (16 mm) 6",Cinceles de corte frío,"b (20 cm) 5⁄8"" (16 mm) 6",,77,92,alta,False,True
12132,ROPI-420N9,,,,,130,297,media,True,False
12135,CALU-30,"Cintas de aluminio, 48 mm 30 m 6 36",Cintas de aluminio,48 mm 30 m 6 36,,205,94,alta,False,True
12137,CALU-50,"Cintas de aluminio, 48 mm 50 m 3 24",Cintas de aluminio,48 mm 50 m 3 24,,320,94,alta,False,True
12139,C-34X6,"Cinceles de corte frío, ` (15 cm) 3⁄v"" (19 mm) 6",Cinceles de corte frío,"` (15 cm) 3⁄v"" (19 mm) 6",,84,92,alta,False,True
1214,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,95,125,baja,True,False
12142,C-34X8,"Cinceles de corte frío, b (20 cm) 3⁄v"" (19 mm) 6",Cinceles de corte frío,"b (20 cm) 3⁄v"" (19 mm) 6",,98,92,alta,False,True
12148,Clave,"Cinceles ladrilleros, Largo Área de corte",Cinceles ladrilleros,Largo Área de corte,,,92,baja,True,False
1215,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,90,125,baja,True,False
12151,C-78X8,"Cinceles de corte frío, b (20 cm) o⁄8"" (22 mm) 6",Cinceles de corte frío,"b (20 cm) o⁄8"" (22 mm) 6",,130,92,alta,False,True
12157,CL-3-12X8,"Cinceles ladrilleros, b (20 cm) 3 1⁄2"" (89 mm) 4",Cinceles ladrilleros,"b (20 cm) 3 1⁄2"" (89 mm) 4",,219,92,alta,False,True
1216,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,95,125,baja,True,False
121620,ntorc7aparaproceso,"Refacciones para soldadoras inversoras, para proceso % con conector r/pido k|z 6",Refacciones para soldadoras inversoras,para proceso % con conector r/pido k|z 6,,1425,361,baja,True,False
12166,CL-2-34X10,"Cinceles ladrilleros, [Y (25 cm) 2 3⁄v"" (70 mm) 4",Cinceles ladrilleros,"[Y (25 cm) 2 3⁄v"" (70 mm) 4",,219,92,alta,False,True
1217,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,100,125,baja,True,False
12172,C-34X12G,"Cinceles de corte frío con grip, [\ (30 cm) 3⁄v"" (19 mm) 4",Cinceles de corte frío con grip,"[\ (30 cm) 3⁄v"" (19 mm) 4",,158,92,alta,False,True
12175,C-78X12G,"Cinceles de corte frío con grip, [\ (30 cm) o⁄8"" (22 mm) 4",Cinceles de corte frío con grip,"[\ (30 cm) o⁄8"" (22 mm) 4",,204,92,alta,False,True
1218,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,95,125,baja,True,False
12181,C-1X12G,"Cinceles de corte frío con grip, [\ (30 cm) 1"" (25 mm) 4",Cinceles de corte frío con grip,"[\ (30 cm) 1"" (25 mm) 4",,255,92,alta,False,True
12184,CL-2-34X10,"Cinceles ladrilleros, [Y (25 cm) 2 3⁄v"" (70 mm) 4",Cinceles ladrilleros,"[Y (25 cm) 2 3⁄v"" (70 mm) 4",,219,92,alta,False,True
12187,CL-2-34X10G,"Cinceles ladrilleros con grip, [Y (25 cm) 2 3⁄v"" (70 mm) 4",Cinceles ladrilleros con grip,"[Y (25 cm) 2 3⁄v"" (70 mm) 4",,262,92,alta,False,True
12190,CL-3-12X8,"Cinceles ladrilleros, b (20 cm) 3 1⁄2"" (89 mm) 4",Cinceles ladrilleros,"b (20 cm) 3 1⁄2"" (89 mm) 4",,219,92,alta,False,True
12193,CL-3-12X8G,"Cinceles ladrilleros con grip, b (20 cm) 3 1⁄2"" (89 mm) 4",Cinceles ladrilleros con grip,"b (20 cm) 3 1⁄2"" (89 mm) 4",,262,92,alta,False,True
1220,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,95,125,baja,True,False
1221,Latónbrillante,"Jaladeras metálicas línea Elipse Perilla cerámica blanca, brillante `^ ==",Jaladeras metálicas línea Elipse Perilla cerámica blanca,brillante `^ ==,,42,585,baja,True,False
12218,PUBAR-14,"Punzones para barrenar, 1⁄v"" 4 1⁄v""",Punzones para barrenar,"1⁄v"" 4 1⁄v""",,25,313,alta,False,True
12219,PUBAR-516,"Punzones para barrenar, 5⁄sx"" 4 5⁄8""",Punzones para barrenar,"5⁄sx"" 4 5⁄8""",,26,313,alta,False,True
1222,,"Dados largos de 6 puntas, 48",Dados largos de 6 puntas,48,,95,125,baja,True,False
12220,PUBAR-38,"Punzones para barrenar, 3⁄8"" 4 o⁄8""",Punzones para barrenar,"3⁄8"" 4 o⁄8""",,34,313,alta,False,True
12221,PUBAR-716,"Punzones para barrenar, o⁄sx"" 5 1⁄v""",Punzones para barrenar,"o⁄sx"" 5 1⁄v""",,42,313,alta,False,True
