codigo_truper,clave,descripcion,descripcion_familia,presentacion,marca,precio_catalogo_publico,pagina_catalogo,confianza_extraccion,requiere_revision,elegible_para_maestro
102662,REP-RES-600-A,"Respirador profesional de cara completa, Arnés",Respirador profesional de cara completa,Arnés,TRUPER,152,328,alta,False,True
102746,LIOR-1/4A3,,,Lijadora,,725,249,media,True,False
102755,COL14-ROU-MN,"Router compacto (rebajadora), 710 W , O.95 HP, ollet i|v","Router compacto (rebajadora), 710 W , O.95 HP",ollet i|v,,125,247,alta,False,True
102885,DECU-8,Destapador de cubetas,Destapador de cubetas,,,32,297,alta,False,True
102891,COL14-ROU-MA,"Router compacto (rebajadora), 600 W , 3⁄v HP, ollet i|v","Router compacto (rebajadora), 600 W , 3⁄v HP",ollet i|v,TRUPER,51,247,alta,False,True
102933,PMP-30,"morsa planas para banco », ]"" (75 mm) 3"" (75 mm) 11⁄sx"" (18 mm) 5 1⁄2"" × 6 1⁄v"" (16 × 14 cm)",morsa planas para banco »,"]"" (75 mm) 3"" (75 mm) 11⁄sx"" (18 mm) 5 1⁄2"" × 6 1⁄v"" (16 × 14 cm)",,390,311,alta,False,True
102934,PMP-40,"morsa planas para banco », 4"" (100 mm)4"" (100 mm) 11⁄sx"" (18 mm) 6 1⁄v"" × 8"" (20 × 16 cm)",morsa planas para banco »,"4"" (100 mm)4"" (100 mm) 11⁄sx"" (18 mm) 6 1⁄v"" × 8"" (20 × 16 cm)",,545,311,alta,False,True
102936,PMP-60,"morsa planas para banco », `"" (150 mm)6"" (150 mm) 3⁄v"" (19 mm) 8 k⁄v"" × 10"" (25 × 22 cm)",morsa planas para banco »,"`"" (150 mm)6"" (150 mm) 3⁄v"" (19 mm) 8 k⁄v"" × 10"" (25 × 22 cm)",,1095,311,alta,False,True
102972,CORSOL-T,"Equipo de oxicorte y soldadura, 4 (100 mm) k⁄sx (5 mm)",Equipo de oxicorte y soldadura,4 (100 mm) k⁄sx (5 mm),,7200,360,alta,False,True
1030,g,"henequén, 3",henequén,3,,360,543,baja,True,False
103019,SOPLA-650,,,,,790,31,media,True,False
103027,CFI-12,"plásticas estirables) para empaque, 12 mm 30 kgf 6 72",plásticas estirables) para empaque,12 mm 30 kgf 6 72,,47,93,alta,False,True
103028,CFI-18,"plásticas estirables) para empaque, 18 mm 40 kgf 6 72",plásticas estirables) para empaque,18 mm 40 kgf 6 72,,75,93,alta,False,True
103029,CFI-24,"plásticas estirables) para empaque, 24 mm 55 kgf 6 72",plásticas estirables) para empaque,24 mm 55 kgf 6 72,,98,93,alta,False,True
103035,ST-760MM,"Discos sierra multimaterial , para sierras circulares, `Y 7,900 rpm orte 5ino","Discos sierra multimaterial , para sierras circulares","`Y 7,900 rpm orte 5ino",,410,156,alta,False,True
103040,CFI-48,"plásticas estirables) para empaque, 48 mm 70 kgf 3 48",plásticas estirables) para empaque,48 mm 70 kgf 3 48,,200,93,alta,False,True
103041,CFR-150,,,6 60,,105,93,media,True,False
103061,CDU-10XN,"Cintas para ducto Cintas para ducto, 10 m 6 60",Cintas para ducto Cintas para ducto,10 m 6 60,,39,92,alta,False,True
103062,CDU-30XN,"Cintas para ducto Cintas para ducto, 30 m 4 40",Cintas para ducto Cintas para ducto,30 m 4 40,,118,92,alta,False,True
103063,CDU-50XN,"Cintas para ducto Cintas para ducto, 50 m 4 40",Cintas para ducto Cintas para ducto,50 m 4 40,,180,92,alta,False,True
103090,FB-2M,"Flexómetro 2 m, de bolsillo","Flexómetro 2 m, de bolsillo",,,46,173,alta,False,True
103091,SIDE-1040,"Disco sierra para desmalezadoras, 40 11,000 rpm ardiner9a",Disco sierra para desmalezadoras,"40 11,000 rpm ardiner9a",,535,157,alta,False,True
103100,LIRA-1200,"LED de aluminio y plásticas Linternas, 18 × 5 cm 330 g",LED de aluminio y plásticas Linternas,18 × 5 cm 330 g,,505,201,alta,False,True
103160,PRF-8X,,270 kg 610 kg,"8 (20 cm) [\ (30 cm) 1,675 g",,535,311,media,True,False
103161,PRF-12X,,270 kg 610 kg,"12 (30 cm) [_ (38 cm) 1,785 g",,600,311,media,True,False
103162,PRF-16X,,270 kg 610 kg,"16 (40 cm) \Y (50 cm) 2,015 g",,645,311,media,True,False
103163,PRF-20X,,270 kg 610 kg,"20 (50 cm) \] (59 cm) 2,240 g",,730,311,media,True,False
103166,PRF-6,,270 kg,6 (15 cm) [Y (25 cm) 415 g 24,,225,311,media,True,False
103167,PRF-8,,270 kg,8 (20 cm) [[ (28 cm) 450 g 24,,235,311,media,True,False
103168,PRF-10,,270 kg,10 (25 cm) [^ (35 cm) 470 g 16,,250,311,media,True,False
103169,PRF-12,,270 kg,12 (30 cm) [` (40 cm) 515 g 16,,255,311,media,True,False
103187,BASE-LIOR-14A3,,,Base,,152,249,media,True,False
103191,ASD-180,"Aspiradora eléctrica canister , Aspiradora inalámbrica 2 L (0.5 gal) para auto , 20 V","Aspiradora eléctrica canister , Aspiradora inalámbrica 2 L (0.5 gal) para auto , 20 V",,,1395,31,alta,False,True
103200,PRF-18,,270 kg,18 (45 cm) \\ (55 cm) 590 g 16,,270,311,media,True,False
103201,PRF-24,,270 kg,24 (60 cm) \a (70 cm) 670 g 16,,310,311,media,True,False
103222,CDR-330,,,30 mm 3 m 1.3 kgf 6,,87,94,media,True,False
103223,CDR-310,,,10 mm 3 m 0.5 kgf 6,,39,94,media,True,False
103265,SOPI-20A,,,BAT-20A2 1 h 15 min 1.3 kg,,1595,31,media,True,False
103266,SOPI-20AS,,,NA NA 1.1 kg,,970,31,media,True,False
103289,FILC-ASD-180,"Aspiradora eléctrica canister , Aspiradora inalámbrica 2 L (0.5 gal) para auto , 20 V","Aspiradora eléctrica canister , Aspiradora inalámbrica 2 L (0.5 gal) para auto , 20 V",,,97,31,alta,False,True
103291,FILE-ASD-180,"Aspiradora eléctrica canister , Aspiradora inalámbrica 2 L (0.5 gal) para auto , 20 V","Aspiradora eléctrica canister , Aspiradora inalámbrica 2 L (0.5 gal) para auto , 20 V",,,14.50,31,alta,False,True
103296,BOCOR-4T,"Accesorios para equipo de oxicorte y soldadura CORSOL-T, 4 7 (175 mm) 2.4 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-T,4 7 (175 mm) 2.4 mm,,180,360,alta,False,True
103297,M-CORSOL-T,"Manguera cuata reforzada para oxiacetileno, 6 m","Manguera cuata reforzada para oxiacetileno, 6 m",,,700,360,alta,False,True
103298,BOSOL-3T,"Accesorios para equipo de Accesorios para equipo de oxicorte y soldadura CORSOL-P oxicorte y soldadura CORSOL-T, 3 k⁄ut (2.5 mm) 1.1 mm",Accesorios para equipo de Accesorios para equipo de oxicorte y soldadura CORSOL-P oxicorte y soldadura CORSOL-T,3 k⁄ut (2.5 mm) 1.1 mm,,118,360,alta,False,True
103299,BOSOL-5T,"Accesorios para equipo de Accesorios para equipo de oxicorte y soldadura CORSOL-P oxicorte y soldadura CORSOL-T, 5 i⁄z (3 mm) 1.3 mm",Accesorios para equipo de Accesorios para equipo de oxicorte y soldadura CORSOL-P oxicorte y soldadura CORSOL-T,5 i⁄z (3 mm) 1.3 mm,,130,360,alta,False,True
103300,BOSOL-7T,"Accesorios para equipo de oxicorte y soldadura CORSOL-T, 7 k⁄sx (5 mm) 1.6 mm",Accesorios para equipo de oxicorte y soldadura CORSOL-T,7 k⁄sx (5 mm) 1.6 mm,,152,360,alta,False,True
103301,MT-590,,,,,1950,230,media,True,False
103311,PUNE-3,Juego de 3 extractores de tornillos,Juego de 3 extractores de tornillos,,,290,171,alta,False,True
103318,MT-100,,,,,880,230,media,True,False
103325,LIOR-1/4N2,,,Lijadora,,1150,249,media,True,False
103368,MAN-ASP-03N,Refacciones para aspiradoras,Refacciones para aspiradoras,,,140,30,alta,False,True
103381,MAN-ASP-G3,Refacciones para aspiradoras,Refacciones para aspiradoras,,,215,30,alta,False,True
103440,MULH-KIT-8,,,,,290,249,media,True,False
103468,BASE-LIOR-14N2,,,Base,,155,249,media,True,False
103470,TP-LIOR-14N2,,,Bolsa,,255,249,media,True,False
103544,LL-2008XF,"Llaves combinadas pulidas con cabeza articulada y matraca, i|v 117 mm 72 3",Llaves combinadas pulidas con cabeza articulada y matraca,i|v 117 mm 72 3,,185,214,alta,False,True
103545,LL-2010XF,"Llaves combinadas pulidas con cabeza articulada y matraca, m|sx 133 mm 90 3",Llaves combinadas pulidas con cabeza articulada y matraca,m|sx 133 mm 90 3,,200,214,alta,False,True
103546,LL-2012XF,"Llaves combinadas pulidas con cabeza articulada y matraca, k|z 153 mm 90 3",Llaves combinadas pulidas con cabeza articulada y matraca,k|z 153 mm 90 3,,204,214,alta,False,True
103547,LL-2014XF,"Llaves combinadas pulidas con cabeza articulada y matraca, o|sx 155 mm 90 3",Llaves combinadas pulidas con cabeza articulada y matraca,o|sx 155 mm 90 3,,215,214,alta,False,True
103548,LL-2016XF,"Llaves combinadas pulidas con cabeza articulada y matraca, i|t 171 mm 90 3",Llaves combinadas pulidas con cabeza articulada y matraca,i|t 171 mm 90 3,,249,214,alta,False,True
103549,LL-2018XF,"Llaves combinadas pulidas con cabeza articulada y matraca, q|sx 181 mm 90 3",Llaves combinadas pulidas con cabeza articulada y matraca,q|sx 181 mm 90 3,,262,214,alta,False,True
103550,LL-2020XF,"Llaves combinadas pulidas con cabeza articulada y matraca, m|z 204 mm 90 3",Llaves combinadas pulidas con cabeza articulada y matraca,m|z 204 mm 90 3,,295,214,alta,False,True
103561,M15D,"Mangueras planas de descarga para motobombas, precio por rollo, 50 m 1.3 mm 157 g","Mangueras planas de descarga para motobombas, precio por rollo",50 m 1.3 mm 157 g,PRETUL,1095,61,alta,False,True
103562,M110D,"Mangueras planas de descarga para motobombas, precio por rollo, 100 m 1.3 mm 157 g","Mangueras planas de descarga para motobombas, precio por rollo",100 m 1.3 mm 157 g,PRETUL,2200,61,alta,False,True
103563,M155D,"Mangueras planas de descarga para motobombas, precio por rollo, 50 m 1.6 mm 278 g","Mangueras planas de descarga para motobombas, precio por rollo",50 m 1.6 mm 278 g,PRETUL,1675,61,alta,False,True
103564,M1510D,"Mangueras planas de descarga para motobombas, precio por rollo, 100 m 1.6 mm 278 g","Mangueras planas de descarga para motobombas, precio por rollo",100 m 1.6 mm 278 g,PRETUL,3365,61,alta,False,True
103565,M13S,"de succión y descarga para motobombas rollo de 30 m, precio por metro, 106 psi 3.7 mm 0.4 kg 3","de succión y descarga para motobombas rollo de 30 m, precio por metro",106 psi 3.7 mm 0.4 kg 3,,,61,media,True,False
103566,M153S,"de succión y descarga para motobombas rollo de 30 m, precio por metro, 89 psi 4.3 mm 0.6 kg 3","de succión y descarga para motobombas rollo de 30 m, precio por metro",89 psi 4.3 mm 0.6 kg 3,,,61,media,True,False
103595,AIR-22,"Pulverizador de pintura sin aire , 3,300 psi","Pulverizador de pintura sin aire , 3,300 psi",,,9800,111,alta,False,True
103596,JC-7XFM,"Juegos de 7 llaves combinadas pulidas con cabeza articulada y matraca, mm",Juegos de 7 llaves combinadas pulidas con cabeza articulada y matraca,mm,,1515,214,alta,False,True
103597,JC-7XFP,"Juegos de 7 llaves combinadas pulidas con cabeza articulada y matraca, std",Juegos de 7 llaves combinadas pulidas con cabeza articulada y matraca,std,,1515,214,alta,False,True
1036,"1⁄v""","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6"", 2,700 rpm","abrasivas para esmeril, óxido de aluminio carburo de silicio , 6""","2,700 rpm",,235,151,baja,True,False
103646,M17DC,,,7.5 m 1.3 mm 157 g,,435,61,media,True,False
103647,M157DC,,,7.5 m 1.6 mm 278 g,,640,61,media,True,False
103648,M27DC,,,7.5 m 1.7 mm 348 g,,850,61,media,True,False
103649,M37DC,,,7.5 m 1.7 mm 578 g,,1360,61,media,True,False
103656,LIRO-5A2,,,Lijadora 1,,910,248,media,True,False
103695,DID-740,"de diamante, corte de vidrio continuo, 15 × 1.5 mm 15,300 rpm","de diamante, corte de vidrio continuo","15 × 1.5 mm 15,300 rpm",,160,155,alta,False,True
103696,DID-645,"de diamante, corte de porcelanato, Discos turbo de malla rin, 10 × 1.3 mm 13,200 rpm","de diamante, corte de porcelanato, Discos turbo de malla rin","10 × 1.3 mm 13,200 rpm",,255,155,alta,False,True
10370,CAS-B,,E,,,187,326,media,True,False
10371,CAS-Z,,E,,,187,326,media,True,False
10373,CAS-R,,E,,,187,326,media,True,False
103735,LIRO-5N2,,,Lijadora,,1150,248,media,True,False
10374,CAS-V,,E,,,187,326,media,True,False
103762,CRM-1,"Juegos de conexiones rápidasy adaptadores para mangueras, 116 psi",Juegos de conexiones rápidasy adaptadores para mangueras,116 psi,,220,61,alta,False,True
103763,CRM-15,"Juegos de conexiones rápidasy adaptadores para mangueras, 116 psi",Juegos de conexiones rápidasy adaptadores para mangueras,116 psi,,330,61,alta,False,True
103764,CRM-2,"Juegos de conexiones rápidasy adaptadores para mangueras, 116 psi",Juegos de conexiones rápidasy adaptadores para mangueras,116 psi,,400,61,alta,False,True
103765,CRM-3,"Juegos de conexiones rápidasy adaptadores para mangueras, 116 psi",Juegos de conexiones rápidasy adaptadores para mangueras,116 psi,,660,61,alta,False,True
103766,CRM-4,"Juegos de conexiones rápidasy adaptadores para mangueras, 101 psi",Juegos de conexiones rápidasy adaptadores para mangueras,101 psi,,960,61,alta,False,True
103814,PIPEI-516,,25 W 15 W,m|sx (8 mm),,180,312,media,True,False
103822,BASE-LIRO-5N2,,,Base,,160,248,media,True,False
103839,PIS-AIR,"Refacciones para pulverizador de pintura AIR-22, Pistola",Refacciones para pulverizador de pintura AIR-22,Pistola,,1265,111,alta,False,True
103841,BASE-LIRO-5A2,,,Base 6,,172,248,media,True,False
103843,RP-LIRO-5A2,,,Bolsa recolectora 6,,105,248,media,True,False
103852,EMR-PIPI-40,,,Juegos 6,,17,110,media,True,False
103854,BTA-PIPI-401,"para pistolas para pintar, PIPI-401",para pistolas para pintar,PIPI-401,,117,110,alta,False,True
103856,BTA-PIPI-402,"para pistolas para pintar, PIPI-402",para pistolas para pintar,PIPI-402,,110,110,alta,False,True
103857,BTA-PIPI-403,"para pistolas para pintar, PIPI-403",para pistolas para pintar,PIPI-403,,117,110,alta,False,True
103861,BTA-PIPI-440,,"PIPI-442, PIPI-441 y PIPI-410",PIPI-440,,170,109,media,True,False
103862,PIPI-441,,"PIPI-442, PIPI-441 y PIPI-410",,,219,109,media,True,False
103863,BTA-PIPI-442,,"PIPI-442, PIPI-441 y PIPI-410",PIPI-442,,205,109,media,True,False
103880,PB-AIR,"Refacciones para pulverizador de pintura AIR-22, Portaboquillas",Refacciones para pulverizador de pintura AIR-22,Portaboquillas,,160,111,alta,False,True
103881,FIL60-AIR,"Refacciones para pulverizador de pintura AIR-22, Filtro 60 mallas",Refacciones para pulverizador de pintura AIR-22,Filtro 60 mallas,,118,111,alta,False,True
103882,FIL100-AIR,"Refacciones para pulverizador de pintura AIR-22, Filtro 100 mallas",Refacciones para pulverizador de pintura AIR-22,Filtro 100 mallas,,118,111,alta,False,True
103883,B15-AIR,"Refacciones para pulverizador de pintura AIR-22, Boquilla 0.015""",Refacciones para pulverizador de pintura AIR-22,"Boquilla 0.015""",,175,111,alta,False,True
103884,B17-AIR,"Refacciones para pulverizador de pintura AIR-22, Boquilla 0.017""",Refacciones para pulverizador de pintura AIR-22,"Boquilla 0.017""",,175,111,alta,False,True
103885,B19-AIR,"Refacciones para pulverizador de pintura AIR-22, Boquilla 0.019""",Refacciones para pulverizador de pintura AIR-22,"Boquilla 0.019""",,175,111,alta,False,True
103886,B21-AIR,"Refacciones para pulverizador de pintura AIR-22, Boquilla 0.021""",Refacciones para pulverizador de pintura AIR-22,"Boquilla 0.021""",,175,111,alta,False,True
103887,MAN15-AIRManguera15m,"Refacciones para pulverizador de pintura AIR-22, Manguera 15 m",Refacciones para pulverizador de pintura AIR-22,Manguera 15 m,,710,111,baja,True,False
103888,EXT50-AIR,"Refacciones para pulverizador de pintura AIR-22, Extensión 50 cm",Refacciones para pulverizador de pintura AIR-22,Extensión 50 cm,,140,111,alta,False,True
103889,EXT100-AIR,"Refacciones para pulverizador de pintura AIR-22, Extensión 1 m",Refacciones para pulverizador de pintura AIR-22,Extensión 1 m,,180,111,alta,False,True
103891,BTA-PIPI-400,,"pintar PIPI-422, PIPI-421 PIPI-420, PIPI-411 y PIPI-400",PIPI-400,,95,109,media,True,False
103893,BTA-PIPI-411,,"pintar PIPI-422, PIPI-421 PIPI-420, PIPI-411 y PIPI-400",PIPI-411,,185,109,media,True,False
103895,BTA-PIPI-420,,"pintar PIPI-422, PIPI-421 PIPI-420, PIPI-411 y PIPI-400",PIPI-420,,185,109,media,True,False
103896,BTA-PIPI-421,,"pintar PIPI-422, PIPI-421 PIPI-420, PIPI-411 y PIPI-400",PIPI-421,,170,109,media,True,False
103897,BTA-PIPI-422,,"pintar PIPI-422, PIPI-421 PIPI-420, PIPI-411 y PIPI-400",PIPI-422,,170,109,media,True,False
103899,PIPI-410,,"PIPI-442, PIPI-441 y PIPI-410",,,145,109,media,True,False
103910,EMR-PIPI-45,,,y empaques 6,,34,110,media,True,False
103911,BTA-PIPI-450,"para pistolas para pintar, PIPI-450",para pistolas para pintar,PIPI-450,,230,110,alta,False,True
103912,BTA-PIPI-451,"para pistolas para pintar, PIPI-451",para pistolas para pintar,PIPI-451,,230,110,alta,False,True
103913,BTA-PIPI-452,"para pistolas para pintar, PIPI-452",para pistolas para pintar,PIPI-452,,205,110,alta,False,True
103930,EMR-PIPI-3306,"Refacciones para pistola para pintar, 6 36",Refacciones para pistola para pintar,6 36,,33,111,alta,False,True
103931,BTA-PIPI-3306,"Refacciones para pistola para pintar, 6 36",Refacciones para pistola para pintar,6 36,,215,111,alta,False,True
103976,PPS-CH,"Playeras de protección solar Mangas de protección solar, CH",Playeras de protección solar Mangas de protección solar,CH,,380,327,alta,False,True
103977,PPS-M,Playeras de protección solar Mangas de protección solar,Playeras de protección solar Mangas de protección solar,M,,380,327,alta,False,True
103978,PPS-G,Playeras de protección solar Mangas de protección solar,Playeras de protección solar Mangas de protección solar,G,,380,327,alta,False,True
103979,PPS-XG,"Playeras de protección solar Mangas de protección solar, EG",Playeras de protección solar Mangas de protección solar,EG,,380,327,alta,False,True
1040,rpm,"Discos sierra para madera , para sierras de mesa de piso y de inglete, &so 6eneral","Discos sierra para madera , para sierras de mesa de piso y de inglete",&so 6eneral,,815,157,baja,True,False
104022,ASP-12V2,"Aspiradora para auto, 12 V","Aspiradora para auto, 12 V",,,575,31,alta,False,True
104032,JGO-OR2,Juego de opresores para resorte de amortiguador,Juego de opresores para resorte de amortiguador,,,790,171,alta,False,True
104033,JGO-DR4,Juego para montar y desmontar rótulas y terminales,Juego para montar y desmontar rótulas y terminales,,,2000,171,alta,False,True
104034,JGO-LV9,Juego de arco compresor para resortes de válvulas,Juego de arco compresor para resortes de válvulas,,,510,171,alta,False,True
104035,JGO-ET12,Extractor para tirante interior (bieleta de dirección),Extractor para tirante interior (bieleta de dirección),,,1445,171,alta,False,True
104036,JGO-ER5,Juego de extractores para rótulas,Juego de extractores para rótulas,,,2390,171,alta,False,True
104037,JGO-OP22,Juego de opresores para pistón de frenos para cambio de balatas,Juego de opresores para pistón de frenos para cambio de balatas,,,660,171,alta,False,True
104038,JGO-EB13,Juego de extractores de baleros y poleas,Juego de extractores de baleros y poleas,,,1750,171,alta,False,True
104088,VASO-500,,,"PIPI-503, PIPI-502 y PIPI-501 2",,102,110,media,True,False
104089,RE-PIPI-501,"para pistolas para pintar, PIPI-501",para pistolas para pintar,PIPI-501,,76,110,alta,False,True
104090,RE-PIPI-502,"para pistolas para pintar, Kits de repuesto PIPI-502",para pistolas para pintar,Kits de repuesto PIPI-502,,76,110,alta,False,True
