codigo,codigo_barras,clave,descripcion,marca,categoria
20636,,RT-RP,Puente 350 kg para carretillas concha roja y plástica PRETUL,PRETUL,Refacciones para carretillas bastidor tubular
23003,,CB-GRUPO9,"Bolsa con 2 carbones d/repuesto p/generadores Grupo 9,PRETUL",PRETUL,Carbones de repuesto
23004,,CB-GRUPO10,"Bolsa con 2 carbones d/repuesto p/generadores Grupo10,PRETUL",PRETUL,Carbones de repuesto
26034,,GEN-25P,"Generador portátil 2.5 kW motor a gasolina, PRETUL",PRETUL,Generadores con motor a gasolina e inversores
20017,,APS-12,"Arco 12"" de solera para segueta, PRETUL",PRETUL,Arcos para segueta
29966,,BASE-40P,"Báscula electrónica multifunciones 40 kg, PRETUL",PRETUL,"Básculas multifunciones, romanas y para equipaje"
21815,,PET-8P,"Llave ajustable (perico) 8"" cromada, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
22344,,DICOF-4512P,"Disco abrasivo de corte preciso metal 4-1/2"" x 1.2 mm PRETUL",PRETUL,"Discos abrasivos de corte preciso para metal, acero inoxidable, multimaterial y de diamante"
21816,,PET-10P,"Llave ajustable (perico) 10"" cromada, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
22011,,STI-10P,"Llave stilson 10"" cuerpo de hierro maleable, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
26033,,GEN-10P,"Generador portátil 1 kW motor a gasolina, PRETUL",PRETUL,Generadores con motor a gasolina e inversores
21053,,CT-9P,"Cuchara para albañil 9"" tipo Filadelfia, PRETUL",PRETUL,Cucharas para albañil
26036,,GEN-70P,"Generador portátil 7 kW motor a gasolina, PRETUL",PRETUL,Generadores con motor a gasolina e inversores
26104,,DES-52P,"Desmalezadora a gasolina 52 cc mango tipo ""bici"" , PRETUL",PRETUL,"Desmalezadoras, desbrozadoras y arnés"
22012,,STI-12P,"Llave stilson 12"" cuerpo de hierro maleable, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
24588,,FUM-20P,"Fumigador de 20 L manual de mochila, PRETUL",PRETUL,Fumigadores de mochila
24583,,FM-15P,"Fumigador de 15 L manual de mochila, PRETUL",PRETUL,Fumigadores de mochila
20050,,AD-2P,"Conector ""Y"" 3/4"" plástico para manguera, PRETUL",PRETUL,"Llaves para manguera, conectores ""Y"", chiflones y válvula de globo"
22507,,PRD-L,"Pala redonda mango largo 44"", PRETUL",PRETUL,Palas redondas
27119,,BASE-30P,"Báscula electrónica multifunciones 30 kg, PRETUL",PRETUL,"Básculas multifunciones, romanas y para equipaje"
27010,,CTF-1/2P,"Cinta sella roscas 1/2"" x 7m, PRETUL",PRETUL,Cintas aislantes y sella roscas
22700,,PP-10C,"Pinza de presión 10"" mordaza curva, PRETUL",PRETUL,Pinzas de presión
26035,,GEN-55P,"Generador portátil 5.5 kW motor a gasolina, PRETUL",PRETUL,Generadores con motor a gasolina e inversores
22609,,PEL-8P,"Pinza para electricista 8"" mango de PVC, PRETUL",PRETUL,"Pinzas mango de PVC y juegos de pinzas, Pretul"
22881,,DECA-25P,"Destapacaños de 7.6 m manual con mango, PRETUL",PRETUL,Destapacaños | Dobladores de tubo
22396,,CUT-6P,"Cutter 18 mm plástico con alma metálica, PRETUL",PRETUL,Cutters
21054,,CT-10P,"Cuchara para albañil 10"" tipo Filadelfia, PRETUL",PRETUL,Cucharas para albañil
23103,,T-45P,"Tijera para poda 8"" cuchilla de paso, PRETUL",PRETUL,Tijeras para poda a una mano y funda
22013,,STI-14P,"Llave stilson 14"" cuerpo de hierro maleable, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
29003,,CALA-P4,"Sierra caladora de 400 W, PRETUL",PRETUL,Sierras caladoras y sierra sable
22463,,PLOM-3Z,"Plomada metálica de 340 g con centro, PRETUL",PRETUL,Pisones y punzones | Plomadas
21052,,CT-8P,"Cuchara para albañil 8"" tipo Filadelfia, PRETUL",PRETUL,Cucharas para albañil
22010,,STI-8P,"Llave stilson 8"" cuerpo de hierro maleable, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
22702,,PP-10R,"Pinza de presión 10"" mordaza recta, PRETUL",PRETUL,Pinzas de presión
21517,,E-4F,"Espátula flexible 4"" con mango de plástico, PRETUL",PRETUL,Espátulas
21814,,PET-6P,"Llave ajustable (perico) 6"" cromada, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
22018,,J-2022MP,"Juego de 22 llaves combinadas std y mm, PRETUL",PRETUL,"Llaves combinadas, españolas y juegos"
21817,,PET-12P,"Llave ajustable (perico) 12"" cromada, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
22880,,DECA-15P,"Destapacaños de 4.5 m manual, PRETUL",PRETUL,Destapacaños | Dobladores de tubo
21824,,PET-10PP,"Llave ajustable (perico) 10"" pavonada, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
20002,,MAT-12P,"Mini arco 12"" de plástico para segueta, PRETUL",PRETUL,Arcos para segueta
21516,,E-3F,"Espátula flexible 3"" con mango de plástico, PRETUL",PRETUL,Espátulas
21823,,PET-8PP,"Llave ajustable (perico) 8"" pavonada, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
21850,,ALL-P8P,"Juego de 8 llaves hexagonales std, tipo llavero,PRETUL",PRETUL,Llaves hexagonales
26030,,CF-1/2P,"Conector 1/2"" hembra de latón laminado, PRETUL",PRETUL,"Conexiones para manguera de jardín, abrazaderas y accesorios para riego"
20630,,CAP-50FB,"Carretilla 5.5 ft3 roja,imponchable,bastidor tubular, PRETUL",PRETUL,"Carretillas bastidor tubular, Pretul"
23104,,T-67P,"Tijera para poda 8"" forjada cuchilla de paso, PRETUL",PRETUL,Tijeras para poda a una mano y funda
20996,,CAZ-40P,"Cortador de azulejo de 16"" (40 cm), PRETUL",PRETUL,"Cortadores de azulejo, cuchillas y separadores de loseta"
22462,,PLOM-2Z,"Plomada metálica de 310 g con centro, PRETUL",PRETUL,Pisones y punzones | Plomadas
22460,,NP-24P,"Nivel de 24"" con cuerpo de aluminio, PRETUL",PRETUL,Niveles y gota de acrílico
22603,,PEL-7P,"Pinza para electricista 7"" mango de PVC, PRETUL",PRETUL,"Pinzas mango de PVC y juegos de pinzas, Pretul"
24584,,FUM-16P,"Fumigador de 16 L manual de mochila, PRETUL",PRETUL,Fumigadores de mochila
22400,,NM-6P,"Navaja retráctil 6"" cuerpo de aluminio, PRETUL",PRETUL,Cutters / Navajas
21541,,PONCHO-P,"Poncho o capamanga ligero de PVC, PRETUL",PRETUL,Gabardinas impermeables y ponchos
22345,,DICOF-4516P,"Disco abrasivo de corte preciso metal 4-1/2"" x 1.6 mm PRETUL",PRETUL,"Discos abrasivos de corte preciso para metal, acero inoxidable, multimaterial y de diamante"
20213,,JD-8TP,"Juego de 8 desarmadores mango de PVC, PRETUL",PRETUL,"Desarmadores y juegos (punta fija), mango de PVC y magnetizador"
22674,,PEL-8PX,"Pinza para electricista 8"" mango Comfort Grip, PRETUL",PRETUL,"Pinzas, mango de PVC Truper y Comfort Grip Pretul"
20960,,COT-P,"Cortador de tubo de cobre 1/8"" a 1-1/8"" cuchilla 17mm PRETUL",PRETUL,Cortadores de tubo y avellanadores
24740,,JPIN-5P,"Juego de pinceles en blíster con 5 piezas, PRETUL",PRETUL,"Brochas, exhibidores y pinceles"
21160,,M-3852P,"Matraca cuadro 3/8"" cabeza redonda, PRETUL",PRETUL,"Matracas y juegos de dados, Pretul"
24200,,CUÑ-4P,"Juego de 4 cuñas con mango de plástico, PRETUL",PRETUL,"Espátulas, cuñas, espumas expansivas y aplicador de repuesto"
29089,,LI-CA-125RP,"Linterna de minero LED 160 lm recargable, PRETUL",PRETUL,"Linternas LED, tipo minero"
21050,,CT-6P,"Cuchara para albañil 6"" tipo Filadelfia, PRETUL",PRETUL,Cucharas para albañil
20323,,E-5F,"Espátula flexible 5"" con mango de plástico, PRETUL",PRETUL,Espátulas
22701,,PP-7C,"Pinza de presión 7"" mordaza curva, PRETUL",PRETUL,Pinzas de presión
21825,,PET-12PP,"Llave ajustable (perico) 12"" pavonada, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
22014,,STI-18P,"Llave stilson 18"" cuerpo de hierro maleable, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
20602,,CHP-13CP,"Caja para herramienta de 13"" con compartimentos, PRETUL",PRETUL,"Cajas para herramienta, pesca, cosmetiquera y charola de usos múltiples"
20603,,CHP-16CP,"Caja para herramienta de 16"" con compartimentos, PRETUL",PRETUL,"Cajas para herramienta, pesca, cosmetiquera y charola de usos múltiples"
22971,,JGO-PIN5,"Juego de 4 pinzas y 1 llave ajustable, PRETUL",PRETUL,"Pinzas mango de PVC y juegos de pinzas, Pretul"
20212,,JD-4TP,"Juego de 4 desarmadores mango de PVC, PRETUL",PRETUL,"Desarmadores y juegos (punta fija), mango de PVC y magnetizador"
21515,,E-2F,"Espátula flexible 2"" con mango de plástico, PRETUL",PRETUL,Espátulas
22021,,TENS-8,"Juego de 8 tensores elásticos, PRETUL",PRETUL,"Accesorios para auto / Eslingas y tensores <span class=""Torange"">|</span> Afiladores, piedras para asentar y para afilar"
20604,,CHP-19CP,"Caja para herramienta de 19"" con compartimentos, PRETUL",PRETUL,"Cajas para herramienta, pesca, cosmetiquera y charola de usos múltiples"
22703,,TP-5N,"Carretilla concha plástica 5 ft3 Neumática b/tubular, PRETUL",PRETUL,"Carretillas bastidor tubular, Pretul"
22458,,NP-18P,"Nivel de 18"" con cuerpo de aluminio, PRETUL",PRETUL,Niveles y gota de acrílico
21026,,CHS-200V,"Chaleco de seguridad con cintas reflejantes, amarillo,PRETUL",PRETUL,Chalecos
22654,,PCH-8P,"Pinza de chofer 8"" mango de PVC, PRETUL",PRETUL,"Pinzas mango de PVC y juegos de pinzas, Pretul"
20643,,CA-34F,"Cavador mangos de fibra de vidrio 44"", PRETUL",PRETUL,"Cavadores, coas y luco platanero"
25093,,TENS-2L,"Bolsa con 2 tensores elásticos azules de 90 cm, PRETUL",PRETUL,"Accesorios para auto / Eslingas y tensores <span class=""Torange"">|</span> Afiladores, piedras para asentar y para afilar"
22806,,CAU-30P2,"Cautín 30 W tipo lápiz para trabajo ligero, PRETUL",PRETUL,"Cautines para electrónica, tipo lápiz y pistola para soldar plástico"
22698,,CA-34,"Cavador mangos de madera 48"", PRETUL",PRETUL,"Cavadores, coas y luco platanero"
20670,,MSK-1P,"Cinta masking tape de 1"" x 50 m, PRETUL",PRETUL,"Cintas masking tape, para empaque, flejadoras, playos y despachador de cinta"
22810,,CAU-60P2,"Cautín 60 W tipo lápiz para trabajo pesado, PRETUL",PRETUL,"Cautines para electrónica, tipo lápiz y pistola para soldar plástico"
23549,,KIT-3P,"Juego de 3 piezas para instalar cerraduras, PRETUL",PRETUL,"Brocasierras bimetálicas, mandriles y brocasierras de acero"
29953,,SOPM-42P,"Mechero recargable de 15 ml para flamear alimentos, PRETUL",PRETUL,"Sopletes / Cilindros de gas, sopletes y encendedores"
29024,,ESME-602,"Estante metálico 5 repisas capacidad 60kg,120x60x180, PRETUL",PRETUL,Estantes
21051,,CT-7P,"Cuchara para albañil 7"" tipo Filadelfia, PRETUL",PRETUL,Cucharas para albañil
28152,,JCE-3P,"Juego de 3 cepillos multiusos para taladro, PRETUL",PRETUL,"Cepillos de carpintero, para muros de yeso, escochebres y cepillos multiusos para taladro"
26038,,KIT-4P,"Juego de 4 piezas para instalar cerraduras, PRETUL",PRETUL,"Brocasierras bimetálicas, mandriles y brocasierras de acero"
24232,,PPE-300P,"Pinza porta electrodos de 300 Amperes, PRETUL",PRETUL,"Pinzas portaelectrodo y para tierra, equipo de oxicorte y soldadura, accesorios"
21378,,J-DIMP-7,"Juego de 7 desarmadores de impacto, PRETUL",PRETUL,"Desarmadores mango de PVC, de golpe y dieléctricos"
20214,,JD-6TP,"Juego de 6 desarmadores mango de PVC, PRETUL",PRETUL,"Desarmadores y juegos (punta fija), mango de PVC y magnetizador"
27011,,CTF-3/4P,"Cinta sella roscas 3/4"" x 7m, PRETUL",PRETUL,Cintas aislantes y sella roscas
20672,,MSK-2P,"Cinta masking tape de 2"" x 50 m, PRETUL",PRETUL,"Cintas masking tape, para empaque, flejadoras, playos y despachador de cinta"
22636,,PCD-6P,"Pinza de corte diagonal 6"" mango de PVC, PRETUL",PRETUL,"Pinzas mango de PVC y juegos de pinzas, Pretul"
22639,,PCD-8P,"Pinza de corte diagonal 8"" mango de PVC, PRETUL",PRETUL,"Pinzas mango de PVC y juegos de pinzas, Pretul"
21990,,J-2011P,"Juego de 11 llaves combinadas std, PRETUL",PRETUL,"Llaves combinadas, españolas y juegos"
21150,,M-1252P,"Matraca cuadro 1/2"" cabeza redonda, PRETUL",PRETUL,"Matracas y juegos de dados, Pretul"
20219,,JD-8BP,"Juego de 8 desarmadores mango Comfort Grip, PRETUL",PRETUL,"Desarmadores y juegos (punta fija), mango Comfort Grip"
22706,,PP-5C,"Pinza de presión 5"" mordaza curva, PRETUL",PRETUL,Pinzas de presión
27201,,PNT-3P,"Prensa 3"" de hierro dúctil para carpintería, PRETUL",PRETUL,Prensas
20679,,ORG-18P,"Organizador 14"" con 18 compartimentos, PRETUL",PRETUL,Cajas para herramienta / Gavetas y organizadores
27202,,PNT-4P,"Prensa 4"" de hierro dúctil para carpintería, PRETUL",PRETUL,Prensas
21822,,PET-6PP,"Llave ajustable (perico) 6"" pavonada, PRETUL",PRETUL,Llaves ajustables (pericos) y llaves stilson
24233,,PPE-500P,"Pinza porta electrodos de 500 Amperes, PRETUL",PRETUL,"Pinzas portaelectrodo y para tierra, equipo de oxicorte y soldadura, accesorios"
26042,,TB-5P,"Tornillo de banco 5"" de hierro gris, PRETUL",PRETUL,Tornillos de banco
25090,,TENS-20,"Juego de 20 tensores elásticos, PRETUL",PRETUL,"Accesorios para auto / Eslingas y tensores <span class=""Torange"">|</span> Afiladores, piedras para asentar y para afilar"
26039,,TB-4P,"Tornillo de banco 4"" de hierro gris, PRETUL",PRETUL,Tornillos de banco
22461,,PLOM-1Z,"Plomada metálica de 200 g con centro, PRETUL",PRETUL,Pisones y punzones | Plomadas
24490,,LMO-5/32P,"Lima para motosierra 5/32"", PRETUL",PRETUL,Limas sin mango
22656,,PACE-11P,"Pinza de hacendado 11"" mango de PVC, PRETUL",PRETUL,"Pinzas mango de PVC y juegos de pinzas, Pretul"
22809,,CAU-45P2,"Cautín 45 W tipo lápiz para trabajo medio, PRETUL",PRETUL,"Cautines para electrónica, tipo lápiz y pistola para soldar plástico"
21991,,J-2011M,"Juego de 11 llaves combinadas mm, PRETUL",PRETUL,"Llaves combinadas, españolas y juegos"
29885,,PRE-1/6P,"Bomba presurizadora 1/6 HP, PRETUL",PRETUL,"Bombas eléctricas para agua, presurizadoras"
55886,,EXVK-CAB,Exhibidor VOLTECK de cables y cordones,VOLTECK,Muestrarios para identificar medidas
55885,,EXVK-AUO,Exhibidor VOLTECK de abrazaderas para tubo,VOLTECK,Muestrarios para identificar medidas
46812,,MUL-340,"Multicontacto triple,tipo bisagra,entradas laterales VOLTECK",VOLTECK,Multicontactos y adaptadores
48542,,EMP-402L,Luminario LED plafón 18W 6500K ultradelgado cuadrado VOLTECK,VOLTECK LAIT,Iluminación interior / Luminarios LED
48541,,EMP-401L,Luminario LED plafón 12W 6500K ultradelgado cuadrado VOLTECK,VOLTECK LAIT,Iluminación interior / Luminarios LED
46533,,POBA-18,Portalámpara de baquelita con interruptor de cadena VOLTECK,VOLTECK,Portalámparas
55983,,EX-PI-LAMP,Exhibidor de piso de Lámparas VOLTECK,VOLTECK,Racks exhibidores
48540,,EMP-400L,Luminario LED plafón 6W 6500K ultradelgado cuadrado VOLTECK,VOLTECK LAIT,Iluminación interior / Luminarios LED
43541,,EMP-403L,Luminario LED plafón 24W 6500K ultradelgado cuadrado VOLTECK,VOLTECK,Iluminación interior / Luminarios LED
46122,,CL-H,"2 Clavijas de PVC, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
46200,,CLI-S,"Clavija industrial blindada polarizada, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
46520,,POPL-11,"Portalámpara 4"" de baquelita, VOLTECK",VOLTECK,Portalámparas
46201,,CLR-S,"Clavija industrial reforzada polarizada, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
43010,,LAE-120,Lámpara de emergencia de 120 Leds 1000 lm recargable VOLTECK,VOLTECK,"Iluminación interior / Paneles, luminarios lineales y lámparas de emergencia LED"
46004,,APSO-S,"Interruptor de sobreponer sencillo, VOLTECK",VOLTECK,"Artefactos eléctricos Línea de Sobreponer <span class=""Torange"">|</span> Artefactos eléctricos Línea Económica"
46950,,CONCO-1/2,"Conector conduit 1/2"", VOLTECK",VOLTECK,"Tubos / Componentes para Kit CFE, perfiles monocanales y abrazaderas"
46123,,CO-H,"2 Contactos de PVC, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
46204,,CLP-S,"Clavija industrial plástica polarizada, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
46951,,CONCO-3/4,"Conector conduit 3/4"", VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
49199,,SEFO-LSI,"Interruptor fotoeléctrico 127 V, VOLTECK",VOLTECK,Iluminación exterior / Luminarios suburbanos con sensor de luz y accesorios
46953,,COPCO-1/2,"Cople conduit 1/2"", VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
47276,,FUS-30,"Fusible 30 A, VOLTECK",VOLTECK,"Centros de carga / Interruptores enchufables y para riel DIN <span class=""Torange"">|</span> Fusibles renovables"
46179,,LED-166EC,Foco LED MR16 GU5.3 6W (40W) 3000K luz blanca cálida VOLTECK,VOLTECK,"Lámparas LED tipo MR 16, PAR, OVNI y cápsula"
46954,,COPCO-3/4,"Cople conduit 3/4"", VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
27107,,COA-B,"Contacto 2 polos + tierra, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
46112,,COI-S,"Contacto industrial blindado polarizado, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
46809,,MUL-330,"Multicontacto triple, tipo bisagra VOLTECK",VOLTECK,Multicontactos y adaptadores
27108,,APSE-B,"Interruptor sencillo, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
46991,,CL-PB,"Clavija sencilla tipo bisagra, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
45864,,MUL-3E,"Multicontacto doméstico 3 entradas, VOLTECK",VOLTECK,Multicontactos de barra y de niño
46119,,COR-S,"Contacto industrial reforzado polarizado, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
48041,,CINM-20036,"Bolsa con 10 cinchos de 36 cm,acero inoxidable,99 lb,VOLTECK",VOLTECK,Cinchos de acero inoxidable y plásticos
46177,,LED-164EC,Foco LED MR16 GU5.3 4W (30W) 3000K luz blanca cálida VOLTECK,VOLTECK,"Lámparas LED tipo MR 16, PAR, OVNI y cápsula"
47277,,FUS-60,"Fusible 60 A, VOLTECK",VOLTECK,"Centros de carga / Interruptores enchufables y para riel DIN <span class=""Torange"">|</span> Fusibles renovables"
46116,,COP-S,"Contacto industrial plástico polarizado, VOLTECK",VOLTECK,Clavijas y contactos industriales con y sin tierra
55887,,EX-DES-PIL1,"Exhibidor despachador de pilas, VOLTECK",VOLTECK,Pilas
46952,,CONCO-1,"Conector conduit 1"", VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
27109,,APSE-3B,"Interruptor de 3 vías, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
48040,,CINM-20029,"Bolsa con 10 cinchos de 29 cm,acero inoxidable,99 lb,VOLTECK",VOLTECK,Cinchos de acero inoxidable y plásticos
46955,,COPCO-1,"Cople conduit 1"", VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
48052,,LED-60FA,Foco LED 8W (60W) A19 6500K 3 niveles de iluminación VOLTECK,VOLTECK,Focos LED especiales
48039,,CINM-20020,"Bolsa con 10 cinchos de 20 cm,acero inoxidable,99 lb,VOLTECK",VOLTECK,Cinchos de acero inoxidable y plásticos
47355,,APSO-D,"Interruptor de sobreponer dúplex, VOLTECK",VOLTECK,"Artefactos eléctricos Línea de Sobreponer <span class=""Torange"">|</span> Artefactos eléctricos Línea Económica"
49498,,EMP-700L,Luminario LED empotrable de cortesía 1W 3000K blanco VOLTECK,VOLTECK LAIT,Iluminación interior / Luminarios LED
56019,,EX-LB-VK,"Exhibidor línea Lisboa, VOLTECK",VOLTECK,Despachadores y racks exhibidores
55884,,EX-COX-VK,"Exhibidor de conexiones, VOLTECK",VOLTECK,Racks exhibidores de producto para panel ranurado o perfocel
55890,,EX-ACC-VK,"Exhibidor de accesorios, VOLTECK",VOLTECK,Racks exhibidores de producto para panel ranurado o perfocel
47805,,APPI,"Interruptor de pie, VOLTECK",VOLTECK,"Artefactos eléctricos Línea de Sobreponer <span class=""Torange"">|</span> Artefactos eléctricos Línea Económica"
57025,,EX-ES-VK,"Exhibidor de Línea Española, VOLTECK",VOLTECK,Despachadores y racks exhibidores
51589,,EX-TIM-VK,"Exhibidor probador de timbres, VOLTECK",VOLTECK,Racks exhibidores de producto para panel ranurado o perfocel
57063,,EX-LIB-VK,"Exhibidor línea italiana blanco, VOLTECK",VOLTECK,Despachadores y racks exhibidores
51588,,EX-LO-VK,"Exhibidor de línea Oslo, VOLTECK",VOLTECK,Despachadores y racks exhibidores
51585,,EX-LS-VK,"Exhibidor línea standard, VOLTECK",VOLTECK,Despachadores y racks exhibidores
51584,,EX-LE-VK,"Exhibidor línea económica, VOLTECK",VOLTECK,Despachadores y racks exhibidores
51586,,EX-LI-VK,"Exhibidor línea italiana, VOLTECK",VOLTECK,Despachadores y racks exhibidores
57062,,EX-LIN-VK,"Exhibidor línea italiana negro, VOLTECK",VOLTECK,Despachadores y racks exhibidores
46079,,CDU-12E,"Rollo de 100 m cordón dúplex 12 AWG, VOLTECK",VOLTECK,"Cordones de uso extra rudo, dúplex flexibles SPT y cables desnudos"
46318,,AL-D,"Blíster con 2 pilas alcalinas D, VOLTECK",VOLTECK,Pilas
45006,,CCH-2X4E,"Caja tipo chalupa 2 x 4"" metálica, VOLTECK BASIC",VOLTECK,"Chalupas, cajas de registro y botes integrales"
25077,,PA-APCO-B,"Placa armada contacto e interruptor sencillo, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
47188,,MUL-6E,"Multicontacto 16 AWG doméstico 6 entradas, VOLTECK",VOLTECK,Multicontactos de barra y de niño
47182,,MUL-6,"Multicontacto 16 AWG uso rudo con 6 entradas, VOLTECK",VOLTECK,Multicontactos de barra y de niño
28016,,REF-404L,"Reflector LED para exteriores 100W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
45005,,CCH-2X4P,"Caja tipo chalupa 2 x 4"" plástica, VOLTECK",VOLTECK,"Chalupas, cajas de registro y botes integrales"
46985,,COLET-1/2-FS,"Condulet 1/2"" conexión tipo FS, VOLTECK",VOLTECK,Conectores metálicos para tubo conduit
22043,,REF-403L,"Reflector LED para exteriores 50W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
46316,,AL-AAA,"Blíster con 4 pilas alcalinas AAA, VOLTECK",VOLTECK,Pilas
46315,,AL-AA,"Blíster con 4 pilas alcalinas AA, VOLTECK",VOLTECK,Pilas
28018,,REF-406L,"Reflector LED para exteriores 200W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
46319,,AL-9V,"Blíster con 1 pila alcalina 9V, VOLTECK",VOLTECK,Pilas
48547,,EMP-201L,"Luminario LED plafón 12W 6500K ultradelgado redondo, VOLTECK",VOLTECK LAIT,Iluminación interior / Luminarios LED
46320,,CCH-2X4,"Caja tipo chalupa 2 x 4"" metálica reforzada, VOLTECK",VOLTECK,"Chalupas, cajas de registro y botes integrales"
48069,,ERA-30X14,"Extensión reforzada aterrizada 30 m 3x14 AWG, VOLTECK",VOLTECK,Extensiones eléctricas
47181,,MUL-4,"Multicontacto 16 AWG uso rudo con 4 entradas, VOLTECK",VOLTECK,Multicontactos de barra y de niño
47144,,POLCA-10,"Portalámparas con cable de 10 m, VOLTECK",VOLTECK,Portalámparas
48068,,ERA-15X14,"Extensión reforzada aterrizada 15 m 3x14 AWG, VOLTECK",VOLTECK,Extensiones eléctricas
45007,,CCH-4X4E,"Caja de registro cuadrada 4"" metálica, VOLTECK BASIC",VOLTECK,"Chalupas, cajas de registro y botes integrales"
48548,,EMP-202L,"Luminario LED plafón 18W 6500K ultradelgado redondo, VOLTECK",VOLTECK LAIT,Iluminación interior / Luminarios LED
46794,,HB-200L,"Luminario LED High Bay 200 W 6500 K, VOLTECK",VOLTECK LAIT,Iluminación interior / Luminarios LED High Bay y para garage
48546,,EMP-200L,"Luminario LED plafón 6W 6500K ultradelgado redondo, VOLTECK",VOLTECK LAIT,Iluminación interior / Luminarios LED
22042,,REF-402L,"Reflector LED para exteriores 30W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
47143,,POLCA-6,"Portalámparas con cable de 6 m, VOLTECK",VOLTECK,Portalámparas
46012,,AL-AA-D,"Despachador con 16 pilas alcalinas AA, VOLTECK",VOLTECK,Pilas
47186,,MUL-8,"Multicontacto 14 AWG uso rudo con 8 entradas, VOLTECK",VOLTECK,Multicontactos de barra y de niño
28209,,LED-450B,"Foco LED alta potencia 40W (450W) 6500 K, VOLTECK BASIC",VOLTECK BASIC,Focos LED alta potencia y tubos LED
46322,,CCH-4X4O,"Caja de registro octagonal 4"" metálica reforzada, VOLTECK",VOLTECK,"Chalupas, cajas de registro y botes integrales"
46013,,AL-AAA-D,"Despachador con 16 pilas alcalinas AAA, VOLTECK",VOLTECK,Pilas
28017,,REF-405L,"Reflector LED para exteriores 150W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores
46509,,POIN-10,"Portalámpara de PVC para intemperie, VOLTECK",VOLTECK,Portalámparas
48428,,TVSM-40,"Soporte para pantallas de 14"" a 40"" articulado, VOLTECK",VOLTECK,Soportes para pantallas y monitores
46534,,POBA-21,"Portalámpara con sensor de luz, VOLTECK",VOLTECK,Portalámparas
25078,,PA-APSE-B,"Placa armada con 1 interruptor sencillo, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos
48023,,ALHU-132,"Detector de humo con alarma, VOLTECK",VOLTECK,"Centros de carga / Bases para medidor <span class=""Torange"">|</span> Calentadores de inmersión y fusibles automotrices | Detectores de humo y de billetes falsos"
45008,,CCH-3X3E,"Caja de registro cuadrada 3"" metálica, VOLTECK BASIC",VOLTECK,"Chalupas, cajas de registro y botes integrales"
47280,,FUS-30A,"Fusible 30 A con agarradera, VOLTECK",VOLTECK,"Centros de carga / Interruptores enchufables y para riel DIN <span class=""Torange"">|</span> Fusibles renovables"
46274,,POSE-360,"Portalámpara con sensor de movimiento 360°, VOLTECK",VOLTECK,Portalámparas
48221,,REF-303L,"Reflector LED para exteriores 50W 6500K, VOLTECK",VOLTECK LAIT,Iluminación exterior / Reflectores
47142,,POLCA-4,"Portalámparas con cable de 4 m, VOLTECK",VOLTECK,Portalámparas
28208,,LED-350B,"Foco LED alta potencia 35W (350W) 6500 K, VOLTECK BASIC",VOLTECK BASIC,Focos LED alta potencia y tubos LED
46280,,CAN-1020,"Canaleta de 1 vía 10 x 20 mm, VOLTECK",VOLTECK,"Accesorios de audio y video <span class=""Torange"">|</span> Antenas interiores"
46096,,TVSM-65,"Soporte para pantallas de 26"" a 65"" articulado, VOLTECK",VOLTECK,Soportes para pantallas y monitores
