codigo,codigo_barras,clave,descripcion,marca,categoria
46722,,CARMO-3,"Cartucho para monomando MP-421, FOSET",FOSET,"Cartuchos (árbol) de repuesto, accesorios para regaderas de teléfono y grifería en blíster"
55280,,EX-E-652A,"Exhibidor para llaves E-652A, FOSET",FOSET BASIC,Exhibidores de grifería para panel ranurado o perfocel
48107,,CILG-9,"Cilindro portátil para gas LP, 20lb (9kg) FOSET",FOSET,Cilindros para gas y accesorios
45890,,CILG-20,"Cilindro portátil para gas LP, 20kg (44lb) FOSET",FOSET,Cilindros para gas y accesorios
49879,,CV-611,"Adaptador PPR 1/2"" macho con inserto metálico, FOSET",FOSET TERMOFLOW,Conexiones y válvulas de PPR
49077,,VACHE-3/4,"Válvula check de latón de 3/4"", FOSET",FOSET,Válvulas y filtros
45891,,CILG-30,"Cilindro portátil para gas LP, 30kg (66lb) FOSET",FOSET,Cilindros para gas y accesorios
49880,,CV-612,"Adaptador PPR 3/4"" macho con inserto metálico, FOSET",FOSET TERMOFLOW,Conexiones y válvulas de PPR
49886,,CV-602,"Adaptador PPR 3/4"" hembra con inserto metálico, FOSET",FOSET TERMOFLOW,Conexiones y válvulas de PPR
49365,,CE-235,"Céspol flexible de polietileno con contra, para lavabo,FOSET",FOSET,Céspoles plásticos para lavabo y fregadero
49885,,CV-601,"Adaptador PPR 1/2"" hembra con inserto metálico, FOSET",FOSET TERMOFLOW,Conexiones y válvulas de PPR
49034,,VAFLO-1/2,"Válvula de flotador de latón 1/2"", FOSET",FOSET,Válvulas y filtros
45171,,CV-TER,"Termofusora de 600 W para PPR, FOSET",FOSET TERMOFLOW,Kits de PPR para regadera y termofusoras
49714,,CC-561,"Codo 90° de cobre de 1/2"", FOSET",FOSET COPPERFLOW,Conexiones de cobre y latón cobrizado
49506,,CE-292,"Céspol de bote con contracanasta de acero inoxidable, FOSET",FOSET,Céspoles plásticos para lavabo y fregadero
49046,,PICHA-1,"Pichancha con rejilla de latón 1"", FOSET",FOSET,"Llaves para jardín y lavadora <span class=""Torange"">|</span> Válvulas"
49849,,CV-561,"Codo 90° PPR, 1/2"", FOSET",FOSET TERMOFLOW,Tubos y conexiones de PPR
49076,,VACHE-1/2,"Válvula check de latón de 1/2"", FOSET",FOSET,Válvulas y filtros
49881,,CV-613,"Adaptador PPR 1"" macho con inserto metálico, FOSET",FOSET TERMOFLOW,Conexiones y válvulas de PPR
49298,,TUIZ-7/8G,"Tuerca izquierda de latón 7/8"" a granel, FOSET",FOSET,Conexiones para gas
49056,,PICHA-1X,"Pichancha con rejilla acero inoxidable 1"", FOSET",FOSET,"Llaves para jardín y lavadora <span class=""Torange"">|</span> Válvulas"
45083,,CPVC-562,"Codo 90° de CPVC de 3/4"", FOSET",FOSET HIDROFLOW,Tubos y conexiones de CPVC
49358,,CUG-WC,"Cuello de cera con guía para WC, FOSET",FOSET,"Accesorios para WC / Cuellos de cera, kit de instalación, bridas, acoples y flotadores"
49850,,CV-562,"Codo 90° PPR, 3/4"", FOSET",FOSET TERMOFLOW,Tubos y conexiones de PPR
49537,,FPOL-6,"Flotador de poliuretano # 6 con varilla, FOSET",FOSET,"Accesorios para WC / Cuellos de cera, kit de instalación, bridas, acoples y flotadores"
45082,,CPVC-561,"Codo 90° de CPVC de 1/2"", FOSET",FOSET HIDROFLOW,Tubos y conexiones de CPVC
45048,,CPVC-ES-3/4,"Válvula de esfera de CPVC de 3/4"", FOSET",FOSET HIDROFLOW,Válvulas y kits de CPVC para regadera
40012,,VPA-01,"Válvula de purga de aire 1/2"", FOSET",FOSET,"Llaves para jardín y lavadora <span class=""Torange"">|</span> Válvulas"
49035,,VAFLO-3/4,"Válvula de flotador de latón 3/4"", FOSET",FOSET,Válvulas y filtros
49305,,ADPO-1/2M,"Adaptador macho de latón 1/2"" para manguera, FOSET",FOSET,Conexiones para manguera
40131,,ATIN-002,"Tapa de 18"" con arillo para tinaco, FOSET",FOSET,Accesorios para tinaco
49715,,CC-562,"Codo 90° de cobre de 3/4"", FOSET",FOSET COPPERFLOW,Conexiones de cobre y latón cobrizado
49096,,CARCO-1,"Cartucho de compresión para llaves de empotrar, FOSET",FOSET,"Cartuchos (árbol) de repuesto, accesorios para regaderas de teléfono y grifería en blíster"
45888,,CILG-4,"Cilindro portátil para gas LP, 4kg (9lb) FOSET",FOSET,Cilindros para gas y accesorios
45276,,CALE-TUB,"Tubo de repuesto para calentador solar, FOSET",FOSET,Calentadores de agua solares
48553,,CM-262,"Cople inserción de 1/2"" de polipropileno, FOSET",FOSET,Conexiones para manguera
45047,,CPVC-ES-1/2,"Válvula de esfera de CPVC de 1/2"", FOSET",FOSET HIDROFLOW,Válvulas y kits de CPVC para regadera
49348,,PW-019,"Palanca frontal metálica cromada para WC, FOSET",FOSET,"Accesorios para WC / Cuellos de cera, kit de instalación, bridas, acoples y flotadores"
49215,,FILA-P1,"Filtro de sedimentos para agua, FOSET",FOSET,"Filtros, dispensador de agua, purificadores y repuestos para purificadores"
45889,,CILG-6,"Cilindro portátil para gas LP, 6kg (13lb) FOSET",FOSET,Cilindros para gas y accesorios
49735,,CC-761,"Tee sencilla de cobre 1/2"", FOSET",FOSET COPPERFLOW,"Tubos de cobre, conexiones de cobre y de latón cobrizado"
49078,,VACHE-1,"Válvula check de latón de 1"", FOSET",FOSET,Válvulas y filtros
47525,,CG-410,"Niple de acero galvanizado 1/2"" x 40"", FOSET",FOSET GALVAFLOW,Conexiones galvanizadas
47557,,CG-501,"Codo 90° acero galvanizado de 1/2"", FOSET",FOSET GALVAFLOW,Conexiones galvanizadas
45411,,PVC-561,"Codo 90° de PVC de 1/2"", FOSET",FOSET SANIFLOW,"Tubos y conexiones de PVC, serie inglesa"
49887,,CV-603,"Adaptador PPR 1"" hembra con inserto metálico, FOSET",FOSET TERMOFLOW,Conexiones y válvulas de PPR
49736,,CC-762,"Tee sencilla de cobre 3/4"", FOSET",FOSET COPPERFLOW,"Tubos de cobre, conexiones de cobre y de latón cobrizado"
47550,,CG-201,"Cople reforzado de acero galvanizado de 1/2"", FOSET",FOSET GALVAFLOW,Conexiones galvanizadas
49450,,R-007,"Regadera 2-1/2"" con extensión tipo teléfono, FOSET BASIC",FOSET BASIC,Regaderas y accesorios para baño
49833,,CV-762,"Tee sencilla de PPR 3/4"", FOSET",FOSET TERMOFLOW,Tubos y conexiones de PPR
49660,,CC-972,"Tuerca unión de latón cobrizado 3/4"", FOSET",FOSET COPPERFLOW,"Tubos de cobre, conexiones de cobre y de latón cobrizado"
48005,,CV-TER06,"Termofusora de 800 W para PPR, FOSET BASIC",FOSET BASIC,Kits de PPR para regadera y termofusoras
49246,,R-507,"Regadera redonda 3"" brazo y chapetón de acero, FOSET BASIC",FOSET BASIC,Regaderas y accesorios para baño
49045,,PICHA-3/4,"Pichancha con rejilla de latón 3/4"", FOSET",FOSET,"Llaves para jardín y lavadora <span class=""Torange"">|</span> Válvulas"
47485,,CG-701,"Tee sencilla 1/2"" acero galvanizado, FOSET",FOSET GALVAFLOW,Conexiones galvanizadas
46023,,COL-52,"Coladera 5"" universal,ABS,rejilla cromada 3 tornillos, FOSET",FOSET,"Válvulas antirretorno, coladeras, rejilla, tapas y resumideros"
49832,,CV-761,"Tee sencilla de PPR 1/2"", FOSET",FOSET TERMOFLOW,Tubos y conexiones de PPR
49311,,ADPO-1/2H,"Adaptador hembra de latón 1/2"" para manguera, FOSET",FOSET,Conexiones para manguera
45101,,CPVC-601,"Conector hembra de CPVC 1/2"", FOSET",FOSET HIDROFLOW,Tubos y conexiones de CPVC
49536,,FPOL-5,"Flotador de poliuretano # 5 con varilla, FOSET",FOSET,"Accesorios para WC / Cuellos de cera, kit de instalación, bridas, acoples y flotadores"
49066,,VARE-3/4,"Válvula de retención de latón de 3/4"", FOSET",FOSET,Válvulas y filtros
49047,,PICHA-1-1/4,"Pichancha con rejilla de latón 1-1/4"", FOSET",FOSET,"Llaves para jardín y lavadora <span class=""Torange"">|</span> Válvulas"
45056,,CPVC-972,"Tuerca unión lisa de CPVC 3/4"", FOSET",FOSET HIDROFLOW,Conexiones de CPVC
49371,,CE-291,"Céspol de bote con contrarrejilla de PP, FOSET",FOSET,Céspoles plásticos para lavabo y fregadero
45070,,CPVC-762,"Tee sencilla de CPVC de 3/4"", FOSET",FOSET HIDROFLOW,Tubos y conexiones de CPVC
47505,,CG-233,"Reducción bushing acero galvanizado 1""x 3/4"", FOSET",FOSET GALVAFLOW,Conexiones galvanizadas
49370,,CE-233,"Céspol flexible con contrarrejilla de PP, FOSET",FOSET,Céspoles plásticos para lavabo y fregadero
45887,,CILG-2,"Cilindro portátil para gas LP, 2kg (4.5lb) FOSET",FOSET,Cilindros para gas y accesorios
55548,,EXF-PIJ,Exhibidor FIERO de pijas multiusos,FIERO,Muestrarios para identificar medidas
55547,,EXF-PILA,Exhibidor FIERO de pijas para lámina,FIERO,Muestrarios para identificar medidas
55550,,EXF-AR,Exhibidor FIERO de armellas,FIERO,Muestrarios para identificar medidas
55551,,EXF-AB,Muestrario FIERO para identificar medidas de abrazaderas,FIERO,Muestrarios para identificar medidas
55974,,EXF-EXP,Exhibidor FIERO de taquetes expansivos,FIERO,Muestrarios para identificar medidas
55696,,EXF-CL-2,Exhibidor FIERO de clavos,FIERO,Muestrarios para identificar medidas
55557,,EXF-RE,Exhibidor FIERO de remaches,FIERO,Muestrarios para identificar medidas
55694,,EXF-CUE,Exhibidor FIERO de cuerdas de polipropileno,FIERO,Muestrarios para identificar medidas
55552,,EXF-TORE,Muestrario FIERO para identificar medidas tornillos estufa,FIERO,Muestrarios para identificar medidas
55896,,EXF-TORM-1/4,"Exhibidor FIERO con tornillos tipo máquina, 1/4""",FIERO,Muestrarios para identificar medidas
55973,,EXF-ARP,Exhibidor FIERO de taquetes arpón,FIERO,Muestrarios para identificar medidas
55897,,EXF-TORM-5/16,"Exhibidor FIERO con tornillos tipo máquina, 5/16""",FIERO,Muestrarios para identificar medidas
55898,,EXF-TORM-3/8,"Exhibidor FIERO con tornillos tipo máquina, 3/8""",FIERO,Muestrarios para identificar medidas
55698,,EXF-TORA-1,"Exhibidor FIERO de tornillos #1, grado 5",FIERO,Muestrarios para identificar medidas
55699,,EXF-TORA-2,"Exhibidor FIERO de tornillos #2, grado 5",FIERO,Muestrarios para identificar medidas
55902,,EXF-TORM-1/2,"Exhibidor FIERO con tornillos tipo máquina, 1/2""",FIERO,Muestrarios para identificar medidas
55701,,EXF-TORC-1,"Exhibidor FIERO de tornillos #1, tipo coche",FIERO,Muestrarios para identificar medidas
55899,,EXF-TORM-7/16,"Exhibidor FIERO con tornillos tipo máquina, 7/16""",FIERO,Muestrarios para identificar medidas
55903,,EXF-TORM-5/8,"Exhibidor FIERO con tornillos tipo máquina, 5/8""",FIERO,Muestrarios para identificar medidas
55700,,EXF-TORA-3,"Exhibidor FIERO de tornillos #3, grado 5",FIERO,Muestrarios para identificar medidas
55702,,EXF-TORC-2,"Exhibidor FIERO de tornillos #2, tipo coche",FIERO,Muestrarios para identificar medidas
55904,,EXF-TORM-3/4,"Exhibidor FIERO con tornillos tipo máquina, 3/4""",FIERO,Muestrarios para identificar medidas
55703,,EXF-TORC-3,"Exhibidor FIERO de tornillos #3, tipo coche",FIERO,Muestrarios para identificar medidas
55960,,EX-FIE-ROD,Exhibidor de rodajas FIERO,FIERO,Exhibidores para panel ranurado o perfocel
55325,,EX-FIE,Exhibidor productos FIERO,FIERO,Exhibidores para panel ranurado o perfocel
48634,,RO-2211F,"Rodaja de polietileno 2-1/2"" placa giratoria con freno FIERO",FIERO,Rodajas y base universal
48627,,RO-224,Rodaja de polietileno 2-1/2 placa giratoria con balero FIERO,FIERO,Rodajas y base universal
47320,,TAE-5/16TG,"Caja con 100 taquetes expansivos de 5/16"" con tornillo FIERO",FIERO,Tornillería / Tuercas y arandelas
44115,,GANO-1-1/2,"Garrucha para noria giratoria 1-1/2""sencilla niquelada,FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
55245,,R-MEN,"Rack para ménsulas, FIERO",FIERO,"Racks exhibidores de producto para panel ranurado o perfocel<span class=""Torange"">|</span>Rotulaciones y esmaltes"
47363,,TAE-3/16G,"Caja con 100 taquetes expansivos de 3/16"" sin tornillo FIERO",FIERO,Tornillería / Tuercas y arandelas
44070,,TENF-7/8,"Tensor de acero forjado 7/8x12"" ojo-gancho,galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
56012,,EX-FIE-ME,"Exhibidor de ménsulas, FIERO",FIERO,Exhibidores para panel ranurado o perfocel
56018,,EXF-TUE,"Exhibidor de tuercas, FIERO",FIERO,Muestrarios para identificar medidas
43917,,TENF-5/8X12,"Tensor de acero forjado 5/8x12"" ojo-gancho,galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44199,,TAQ-1/4P,"Bolsa con 50 taquetes de plástico 1/4"", FIERO",FIERO,Tornillería / Tuercas y arandelas
44012,,ME-12B,"Ménsula de acero blanca 10 x 12"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44009,,ME-10B,"Ménsula de acero blanca 8 x 10"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44201,,TAQ-3/8P,"Bolsa con 50 taquetes de plástico 3/8"", FIERO",FIERO,Tornillería / Tuercas y arandelas
44014,,ME-14B,"Ménsula de acero blanca 12 x 14"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44200,,TAQ-5/16P,"Bolsa con 50 taquetes de plástico 5/16"", FIERO",FIERO,Tornillería / Tuercas y arandelas
44006,,ME-8B,"Ménsula de acero blanca 6 x 8"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
42413,,VARO-3/8,"Varilla roscada de 1 m x 3/8"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
42415,,VARO-1/2,"Varilla roscada de 1 m x 1/2"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
44039,,BMA-5/16,"Bandola mosquetón de acero 5/16"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44038,,BMA-1/4,"Bandola mosquetón de acero 1/4"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44454,,ME-12N,"Ménsula de acero negra 10 x 12"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44453,,ME-10N,"Ménsula de acero negra 8"" x 10"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
41032,,EESQ-2,"Bolsa con 24 escuadras esquineras 2"" x 2"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44033,,BDZ-4-1/4,"Bandola de zinc de 1"" giratoria, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44067,,TENF-1/2,"Tensor de acero forjado 1/2x6"" ojo-gancho, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44032,,BDZ-4,"Bandola de zinc de 7/8"" giratoria, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44003,,ME-6B,"Ménsula de acero blanca 5 x 6"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44116,,GANO-2,"Garrucha para noria giratoria 2"" sencilla niquelada, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44376,,AR-23C,"Bolsa con 72 armellas cerradas de 23 x 110, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44455,,ME-14N,"Ménsula de acero negra 12 x 14"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44040,,BMA-3/8,"Bandola mosquetón de acero 3/8"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44037,,BMA-3/16,"Bandola mosquetón de acero 3/16"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
41034,,EESQ-3,"Bolsa con 24 escuadras esquineras 3"" x 3"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
41030,,EESQ-1,"Bolsa con 24 escuadras esquineras 1"" x 1"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44022,,BSE-1/4,"Bandola de acero de 1/4"" con seguro, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
42412,,VARO-5/16,"Varilla roscada de 1 m x 5/16"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
44021,,BSE-3/16,"Bandola de acero de 3/16"" con seguro, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44031,,BDZ-3-1/2,"Bandola de zinc de 5/8"" giratoria, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44056,,TEN-3/8A,"Tensor zinc 3/8"" ojo-gancho, FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44383,,AR-23A,"Bolsa con 72 armellas abiertas de 23 x 110, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
42411,,VARO-1/4,"Varilla roscada de 1 m x 1/4"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
44000,,ME-5B,"Ménsula de acero blanca 4 x 5"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
42416,,VARO-5/8,"Varilla roscada de 1 m x 5/8"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
46666,,TAE-3/8A3,"Bolsa con 6 taquetes arpón 3/8"" x 3"", FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44023,,BSE-5/16,"Bandola de acero de 5/16"" con seguro, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44054,,TEN-1/4A,"Tensor zinc 1/4"" ojo-gancho, FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
40163,,TAQ-3/16P,"Bolsa con 50 taquetes de plástico 3/16"", FIERO",FIERO,Tornillería / Tuercas y arandelas
44375,,AR-22C,"Bolsa con 72 armellas cerradas de 22 x 100, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44452,,ME-8N,"Ménsula de acero negra 6 x 8"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
41036,,EESQ-4,"Bolsa con 24 escuadras esquineras 4"" x 4"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
49301,,BARU-45,"Base universal con ruedas para línea blanca, FIERO",FIERO,Rodajas y base universal
40164,,TAQ-1/2P,"Bolsa con 50 taquetes de plástico 1/2"", FIERO",FIERO,Tornillería / Tuercas y arandelas
42417,,VARO-3/4,"Varilla roscada de 1 m x 3/4"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
44055,,TEN-5/16A,"Tensor zinc 5/16"" ojo-gancho, FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44901,,CLV-17D,"Caja con 500 clavillos dorados de 17 mm, FIERO",FIERO,"Tornillería / Productos con presentación en blíster <span class=""Torange"">|</span> Clavillos, tachuelas y chinches | Racks para tornillería"
44068,,TENF-5/8,"Tensor de acero forjado 5/8x9"" ojo-gancho, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
48626,,RO-223,"Rodaja de polietileno 2-1/2"" placa giratoria con buje, FIERO",FIERO,Rodajas y base universal
51577,,R-CUE,"Rack modular para cuerda con carrete, FIERO",FIERO,Racks exhibidores
44382,,AR-22A,"Bolsa con 72 armellas abiertas de 22 x 100, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44101,,DESZ-5/16,"Destorcedor metálico de 5/16"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44114,,GANO-1,"Garrucha para noria giratoria 1"" sencilla niquelada, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44024,,BSE-3/8,"Bandola de acero de 3/8"" con seguro, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44555,,TUES-3/16,"Bolsa con 600 tuercas 3/16"" hexagonales tipo Sakamura, FIERO",FIERO,Tornillería / Tuercas y arandelas
44053,,TEN-3/16A,"Tensor zinc 3/16"" ojo-gancho, FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44100,,DESZ-1/4,"Destorcedor metálico de 1/4"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44020,,BSE-1/8,"Bandola de acero de 1/8"" con seguro, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44013,,ME-12G,"Ménsula de acero gris 10 x 12"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44374,,AR-21C,"Bolsa con 144 armellas cerradas de 21 x 80, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44041,,BMA-1/2,"Bandola mosquetón de acero 1/2"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
55256,,R-CAD-C,"Rack para cadenas en cubeta o carrete, FIERO",FIERO,Racks exhibidores
44030,,BDZ-3,"Bandola de zinc de 1/2"" giratoria, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44010,,ME-10G,"Ménsula de acero gris 8 x 10"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44061,,TEN-1/4G,"Tensor zinc 1/4"" gancho-gancho, FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44069,,TENF-3/4,"Tensor de acero forjado 3/4x9"" ojo-gancho, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44099,,DESZ-3/16,"Destorcedor metálico de 3/16"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44381,,AR-21A,"Bolsa con 144 armellas abiertas de 21 x 80, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
46669,,TAE-3/8A6,"Bolsa con 6 taquetes arpón 3/8"" x 5"", FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44015,,ME-14G,"Ménsula de acero gris 12 x 14"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
42414,,VARO-7/16,"Varilla roscada de 1 m x 7/16"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
42419,,VARO-1,"Varilla roscada de 1 m x 1"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
40746,,TAQ-1/4PA,"Bolsa con 20 taquetes de plástico 1/4"", FIERO",FIERO,Tornillería / Tuercas y arandelas
44451,,ME-6N,"Ménsula de acero negra 5"" x 6"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44107,,DESF-5/16,"Destorcedor forjado de 5/16"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
45868,,MEV-12N,"Ménsula vintage de acero negra 6 x 12"", FIERO",FIERO,Ménsulas decorativas
44900,,CLV-17N,"Caja con 500 clavillos niquelados de 17 mm, FIERO",FIERO,"Tornillería / Productos con presentación en blíster <span class=""Torange"">|</span> Clavillos, tachuelas y chinches | Racks para tornillería"
44025,,BSE-1/2,"Bandola de acero de 1/2"" con seguro, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44450,,ME-5N,"Ménsula de acero negra 4 x 5"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44063,,TEN-3/8G,"Tensor zinc 3/8"" gancho-gancho, FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44106,,DESF-1/4,"Destorcedor forjado de 1/4"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44992,,ALCA-110,"Bolsa con 72 alcayatas roscadas de 23 X 110, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44062,,TEN-5/16G,"Tensor zinc 5/16"" gancho-gancho, FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44990,,ALCA-90,"Bolsa con 144 alcayatas roscadas de 22 X 90, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44049,,BDL-1-1/4,"Bandola destorcedora de latón 1-1/4"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44973,,GRI-3/4,"Grillete acero forjado 3/4"" carga 4750 kg, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44991,,ALCA-100,"Bolsa con 144 alcayatas roscadas de 22 X 100, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
40748,,TAQ-3/8PA,"Bolsa con 20 taquetes de plástico 3/8"", FIERO",FIERO,Tornillería / Tuercas y arandelas
44098,,DESZ-5/32,"Destorcedor metálico de 5/32"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44373,,AR-20C,"Bolsa con 144 armellas cerradas de 20 x 70, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44071,,TENF-1,"Tensor de acero forjado 1x12"" ojo-gancho, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44060,,TEN-3/16G,"Tensor zinc 3/16"" gancho-gancho, FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44007,,ME-8G,"Ménsula de acero gris 6 x 8"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44554,,TUES-5/32,"Bolsa con 700 tuercas 5/32"" hexagonales tipo Sakamura, FIERO",FIERO,Tornillería / Tuercas y arandelas
44047,,BDL-1,"Bandola destorcedora de latón 1"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44048,,BDL-1-1/8,"Bandola destorcedora de latón 1-1/8"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44380,,AR-20A,"Bolsa con 144 armellas abiertas de 20 x 70, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
44972,,GRI-5/8,"Grillete acero forjado 5/8"" carga 3250 kg, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44029,,BDZ-2,"Bandola de zinc de 7/16"" giratoria, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44108,,DESF-3/8,"Destorcedor forjado de 3/8"", FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44971,,GRI-1/2,"Grillete acero forjado 1/2"" carga 2000 kg, galvanizado FIERO",FIERO,"Cadenas y cables / Nudos, grilletes y tensores"
44113,,GANO-3/4,"Garrucha para noria giratoria 3/4"" sencilla niquelada, FIERO",FIERO,"Bandolas, destorcedores, garruchas y ganchos"
44377,,AR-17A,"Bolsa con 144 armellas abiertas de 17 x 40, FIERO",FIERO,"Tornillería / Taquetes plásticos y de madera | Armellas, alcayatas, sujetadores tipo mariposa, colgadores y grapas"
41039,,ECAN-2,"Bolsa c/24 escuadras planas cantoneras 2"" x 2"", FIERO",FIERO,"Ménsulas, cremalleras, repisas y escuadras"
44688,,ARAP-3/8,"Bolsa con 150 arandelas de presión 3/8"" pavonadas, FIERO",FIERO,Tornillería / Tuercas y arandelas
42410,,VARO-3/16,"Varilla roscada de 1 m x 3/16"", FIERO",FIERO,Tornillería / Pijas y varillas roscadas
