codigo_truper,codigo_barras,clave,descripcion,marca,categoria,precio_venta,existencia,datos_completos
22807,,CAP-2010P,,,,,,False
22808,,CAP-2510P,,,,,,False
22809,,CAU-45P2,"Cautín 45 W tipo lápiz para trabajo medio, PRETUL",PRETUL,"Cautines para electrónica, tipo lápiz y pistola para soldar plástico",,,True
22810,,CAU-60P2,"Cautín 60 W tipo lápiz para trabajo pesado, PRETUL",PRETUL,"Cautines para electrónica, tipo lápiz y pistola para soldar plástico",,,True
22850,,RE-10P,"Remachadora 10"", PRETUL",PRETUL,Remachadoras,,,True
22851,,RE-10PX,"Remachadora 10"" con remaches, PRETUL",PRETUL,Remachadoras,,,True
22852,,RE-10PG,,,,,,False
22880,,DECA-15P,"Destapacaños de 4.5 m manual, PRETUL",PRETUL,Destapacaños | Dobladores de tubo,,,True
22881,,DECA-25P,"Destapacaños de 7.6 m manual con mango, PRETUL",PRETUL,Destapacaños | Dobladores de tubo,,,True
22882,,DECA-6P,,,,,,False
22930,,SP-16,"Serrucho 16"" PRETUL",PRETUL,Serruchos,,,True
22931,,SP-18,"Serrucho 18"" PRETUL",PRETUL,Serruchos,,,True
22932,,SP-20,"Serrucho 20"" PRETUL",PRETUL,Serruchos,,,True
22934,,STR-6,,,,,,False
22966,,JGO-PIN3X,,,,,,False
22970,,JGO-PIN4,,,,,,False
22971,,JGO-PIN5,"Juego de 4 pinzas y 1 llave ajustable, PRETUL",PRETUL,"Pinzas mango de PVC y juegos de pinzas, Pretul",,,True
22972,,JGO-CAS6,,,,,,False
22974,,DES-14P,,,,,,False
22975,,JGO-PIN3,,,,,,False
22976,,AUTO-61,,,,,,False
22980,,SET-100,,,,,,False
22981,,SET-73,,,,,,False
22984,,SET-85,,,,,,False
22985,,SET-70,,,,,,False
23003,,CB-GRUPO9,"Bolsa con 2 carbones d/repuesto p/generadores Grupo 9,PRETUL",PRETUL,Carbones de repuesto,,,True
23004,,CB-GRUPO10,"Bolsa con 2 carbones d/repuesto p/generadores Grupo10,PRETUL",PRETUL,Carbones de repuesto,,,True
23020,,RESBA-60P,"Letrero de piso resbaloso, 62 cm, KLINTEK",KLINTEK,"Artículos de limpieza / Jaladores, trapeadores, cubeta y letrero",,,True
23040,,TEBA-1,,,,,,False
23041,,TEBA-2,,,,,,False
23042,,TEBA-3,,,,,,False
23060,,T-19P,,,,,,False
23065,,COMP-20LP,,,,,,False
23066,,COMP-40LP,,,,,,False
23070,,TIRO-G-P,"Tirolera galvanizada, PRETUL",PRETUL,Tenazas | Tiroleras,,,True
23071,,EMPA-TIRO-G-P,,,,,,False
23072,,RODI-TIRO-G-P,,,,,,False
23073,,MANI-TIRO-G-P,,,,,,False
23075,,CUCH-M50,,,,,,False
23076,,CUCH-M60,,,,,,False
23077,,CUCH-M70,,,,,,False
23078,,CUCH-M80,,,,,,False
23079,,CUCH-M51,,,,,,False
23080,,CUCH-M61,,,,,,False
23081,,CUCH-M71,,,,,,False
23082,,CUCH-M81,,,,,,False
23083,,CUCH-M52,,,,,,False
23084,,CUCH-P50,,,,,,False
23085,,CUCH-P60,,,,,,False
23086,,CUCH-P70,,,,,,False
23087,,CUCH-P80,,,,,,False
23088,,CUCH-P51,,,,,,False
23089,,CUCH-P61,,,,,,False
23090,,CUCH-P71,,,,,,False
23091,,CUCH-P81,,,,,,False
23092,,CUCH-P52,,,,,,False
23093,,CUCH-P53,,,,,,False
23103,,T-45P,"Tijera para poda 8"" cuchilla de paso, PRETUL",PRETUL,Tijeras para poda a una mano y funda,,,True
23104,,T-67P,"Tijera para poda 8"" forjada cuchilla de paso, PRETUL",PRETUL,Tijeras para poda a una mano y funda,,,True
23105,,T-35P,,,,,,False
23145,,LL-JAR-PB,,,,,,False
23146,,LL-21P,,,,,,False
23152,,TP-8642-5,,,,,,False
23154,,TP-8642-6,,,,,,False
23156,,TP-8642-7,,,,,,False
23158,,TP-8642-8,,,,,,False
23160,,TP-8341-6,,,,,,False
23162,,TP-8341-7,,,,,,False
23168,,TP-8419-5-1/2,,,,,,False
23176,,TP-8375-4,,,,,,False
23178,,TP-8418-7-1/2,,,,,,False
23185,,TINOX-8C,,,,,,False
23186,,TINOX-7R,,,,,,False
23187,,TINOX-6R,,,,,,False
23201,,FGA-06NP,,,,,,False
23203,,FGA-15NP,,,,,,False
23204,,FGA-20NP,,,,,,False
23205,,FGA-25NP,,,,,,False
23240,,TIES-4-1/2,,,,,,False
23260,,GU-342,,,,,,False
23261,,GU-343,,,,,,False
23262,,GU-225,,,,,,False
23263,,GU-341,,,,,,False
23397,,FIL-ASP-P,Bolsa con 2 filtros para aspiradora ASP-12V-P PRETUL,PRETUL,"Aspiradora canister, para auto, sopladoras eléctricas e inalámbricas",,,True
23502,,CM-30P,,,,,,False
23503,,CM-40P,,,,,,False
23504,,CM-50P,,,,,,False
23505,,CM-21L-P,,,,,,False
23506,,CM-21C-P,,,,,,False
23510,,CL-40XP,,,,,,False
23511,,CL-50XP,"Candado de latón 50 mm llave tetra en blíster, HERMEX BASIC",HERMEX BASIC,Candados de latón,,,True
23512,,COR-75P,"Candado antipalanca 75 mm cuerpo de latón, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación,,,True
23513,,CL-20P,"Blíster con 2 candados de latón de 20mm, HERMEX BASIC",HERMEX BASIC,Candados de latón,,,True
23514,,CL-30P,,,,,,False
23515,,CL-40P,,,,,,False
23516,,CL-30LP,,,,,,False
23517,,CL-40LP,"Candado de latón 40 mm gancho largo en blíster, HERMEX BASIC",HERMEX BASIC,Candados de latón,,,True
23518,,CH-40P,,,,,,False
23519,,CH-50P,,,,,,False
23520,,CHB-40P,,,,,,False
23521,,CHB-50P,,,,,,False
23522,,CH-30P,,,,,,False
23523,,CHB-30P,,,,,,False
23524,,COR-75ZP,"Candado antipalanca 75 mm cuerpo metálico, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación,,,True
23525,,CD-50CP,"Candado de combinación de disco en blíster, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación,,,True
23540,,COR-70HP,"Candado antipalanca 70 mm cuerpo de hierro, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación,,,True
23549,,KIT-3P,"Juego de 3 piezas para instalar cerraduras, PRETUL",PRETUL,"Brocasierras bimetálicas, mandriles y brocasierras de acero",,,True
23550,,KIT-5P,,,,,,False
23560,,BAL-LB-EP,,,,,,False
23561,,BAL-LA-EP,,,,,,False
23562,,BAL-CM-EP,,,,,,False
23563,,BAL-LB-RP,,,,,,False
23564,,BAL-LA-RP,,,,,,False
23565,,BAL-CM-RP,,,,,,False
23566,,BAL-LB-BP,,,,,,False
23567,,BAL-LA-BP,,,,,,False
23568,,BAL-CM-BP,,,,,,False
23610,,CERO-12P,,,,,,False
23611,,CERO-32P,,,,,,False
23612,,CERO-22P,,,,,,False
23613,,CERO-11P,,,,,,False
23614,,CERO-31P,,,,,,False
23615,,CERO-21P,,,,,,False
23616,,CMB-11P,,,,,,False
23617,,CMB-21P,,,,,,False
23618,,CMB-31P,,,,,,False
23619,,CMB-12P,,,,,,False
23620,,CMB-22P,,,,,,False
23621,,CMB-32P,,,,,,False
23655,,BALT-LB-EP,,,,,,False
23656,,BALT-LA-EP,,,,,,False
23657,,BALT-CM-EP,,,,,,False
23658,,BALT-LB-RP,,,,,,False
23659,,BALT-LA-RP,,,,,,False
23660,,BALT-CM-RP,,,,,,False
23661,,BALT-LB-BP,,,,,,False
23662,,BALT-LA-BP,,,,,,False
23663,,BALT-CM-BP,,,,,,False
23670,,CEP-12PJP,,,,,,False
23671,,CEP-11PJP,,,,,,False
23672,,CEP-22PJP,,,,,,False
23673,,CEP-21PJP,,,,,,False
23674,,CEP-32PJP,,,,,,False
23675,,CEP-31PJP,,,,,,False
23676,,CEP-11JJP,,,,,,False
23677,,CEP-21JJP,,,,,,False
23678,,CEP-31JJP,,,,,,False
23685,,BC-351PP,,,,,,False
23686,,BC-401PP,,,,,,False
23687,,BC-303PP,,,,,,False
23688,,BC-353PP,,,,,,False
23689,,BC-403PP,,,,,,False
23698,,BC-351PPB,,,,,,False
23720,,T-45PG,,,,,,False
23731,,LP-23,,,,,,False
23732,,LP-33,,,,,,False
23733,,LP-34,,,,,,False
23734,,LP-45,,,,,,False
23735,,LP-46,,,,,,False
23736,,LP-56,,,,,,False
23737,,LP-612,,,,,,False
23739,,LP-23A,,,,,,False
23740,,LP-33A,,,,,,False
23741,,LP-34A,,,,,,False
23742,,LP-45A,,,,,,False
23743,,LP-46A,,,,,,False
23744,,LP-56A,,,,,,False
23745,,LP-612A,,,,,,False
23747,,LP-23V,,,,,,False
23748,,LP-33V,,,,,,False
23749,,LP-34V,,,,,,False
23750,,LP-45V,,,,,,False
23751,,LP-46V,,,,,,False
23752,,LP-56V,,,,,,False
23753,,LP-612V,,,,,,False
23755,,LP-23N,,,,,,False
23756,,LP-33N,,,,,,False
23757,,LP-34N,,,,,,False
23758,,LP-45N,,,,,,False
23759,,LP-46N,,,,,,False
23760,,LP-56N,,,,,,False
23761,,LP-612N,,,,,,False
23763,,LP-23R,,,,,,False
23764,,LP-33R,,,,,,False
23765,,LP-34R,,,,,,False
23766,,LP-45R,,,,,,False
23767,,LP-46R,,,,,,False
23768,,LP-56R,,,,,,False
23769,,LP-612R,,,,,,False
23770,,LP-23B,,,,,,False
23771,,LP-33B,,,,,,False
23772,,LP-34B,,,,,,False
23773,,LP-45B,,,,,,False
23774,,LP-46B,,,,,,False
23775,,LP-56B,,,,,,False
23776,,LP-612B,,,,,,False
23777,,LP-152,,,,,,False
23778,,LP-35,,,,,,False
23779,,LP-36,,,,,,False
23780,,LP-44,,,,,,False
23781,,LP-47,,,,,,False
23782,,LP-55,,,,,,False
23783,,LP-57,,,,,,False
23784,,LP-66,,,,,,False
23785,,LP-69,,,,,,False
23786,,LP-710,,,,,,False
23787,,LP-914,,,,,,False
23969,,JUDA-38P,,,,,,False
23971,,JUDA-39P,,,,,,False
23972,,JUDA-81P,,,,,,False
23974,,JUDA-29P,,,,,,False
23975,,JGO-PIN-3B,,,,,,False
23976,,JGO-PIN-3C,,,,,,False
23980,,JD-1/4X22MM-P,,,,,,False
23981,,JD-1/4X22SAE-P,,,,,,False
24022,,BRO-1/2P,,,,,,False
24035,,ESMA-4-1/2P2,,,,,,False
24039,,LIRE-7CG,,,,,,False
24055,,RASP-P,,,,,,False
24060,,FGA-06P,,,,,,False
24061,,FGA-10P,,,,,,False
24062,,FGA-15P,,,,,,False
24063,,FGA-20P,,,,,,False
24064,,FGA-30P,,,,,,False
24065,,FGA-40P,,,,,,False
24066,,FGA-50P,,,,,,False
24079,,COMP-KIT20P3,,,,,,False
24098,,CM-P-15,,,,,,False
24100,,CO-4P,"Concha para carretilla CAP-4NB, PRETUL",PRETUL,Refacciones para carretillas,,,True
24105,,NAMU-13P,"Multiherramienta con 13 funciones, PRETUL",PRETUL,Cuchillos tácticos y multiherramientas | Cutters / Exactos,,,True
24127,,DIA-100P,,,,,,False
24140,,AFI-CU,,,,,,False
24200,,CUÑ-4P,"Juego de 4 cuñas con mango de plástico, PRETUL",PRETUL,"Espátulas, cuñas, espumas expansivas y aplicador de repuesto",,,True
24219,,SET-51,,,,,,False
24220,,SET-39,,,,,,False
24223,,SET-133,,,,,,False
24232,,PPE-300P,"Pinza porta electrodos de 300 Amperes, PRETUL",PRETUL,"Pinzas portaelectrodo y para tierra, equipo de oxicorte y soldadura, accesorios",,,True
24233,,PPE-500P,"Pinza porta electrodos de 500 Amperes, PRETUL",PRETUL,"Pinzas portaelectrodo y para tierra, equipo de oxicorte y soldadura, accesorios",,,True
24357,,COMP-KIT20P,,,,,,False
24473,,BRE-2,,,,,,False
24475,,BRE-3,,,,,,False
24476,,BRE-4,,,,,,False
24490,,LMO-5/32P,"Lima para motosierra 5/32"", PRETUL",PRETUL,Limas sin mango,,,True
24583,,FM-15P,"Fumigador de 15 L manual de mochila, PRETUL",PRETUL,Fumigadores de mochila,,,True
24584,,FUM-16P,"Fumigador de 16 L manual de mochila, PRETUL",PRETUL,Fumigadores de mochila,,,True
24588,,FUM-20P,"Fumigador de 20 L manual de mochila, PRETUL",PRETUL,Fumigadores de mochila,,,True
24740,,JPIN-5P,"Juego de pinceles en blíster con 5 piezas, PRETUL",PRETUL,"Brochas, exhibidores y pinceles",,,True
24990,,CON-10M,,,,,,False
25006,,RN-P,,,,,,False
25008,,N-P,,,,,,False
25010,,CO-5P,"Concha para carretilla CAP-5NB, PRETUL",PRETUL,Refacciones para carretillas,,,True
25016,,MAN-10X1/2PR,,,,,,False
25017,,MAN-15X1/2PR,,,,,,False
25018,,MAN-20X1/2PR,,,,,,False
25019,,MAN15P-PIM4P,,,,,,False
25031,,MAN-10X1/2PA,,,,,,False
25032,,MAN-15X1/2PA,,,,,,False
25035,,MAN-1/2P,,,,,,False
25046,,MAN-1/2PR,,,,,,False
25050,,BC-301PPB,,,,,,False
25052,,CCO-14RP,,,,,,False
25053,,ATJ-P,,,,,,False
25054,,R-14AL-P,,,,,,False
25074,,FL-9NP,,,,,,False
25075,,EST-4P,,,,,,False
25076,,CODO-B,,,,,,False
25077,,PA-APCO-B,"Placa armada contacto e interruptor sencillo, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
25078,,PA-APSE-B,"Placa armada con 1 interruptor sencillo, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
25079,,PA-APCO-B3,,,,,,False
25080,,PA-APDO-B,"Placa armada con 2 interruptores sencillos, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
25081,,PA-APCO-B2,,,,,,False
25082,,PA-COTR-B,"Placa armada con 3 contactos, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
25083,,PA-APTR-B,"Placa armada con 3 interruptores sencillos, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
25084,,PA-APSE-EB,"Placa armada con 1 interruptor de 3 vías, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
25085,,PA-APDO-EB,,,,,,False
25090,,TENS-20,"Juego de 20 tensores elásticos, PRETUL",PRETUL,"Accesorios para auto / Eslingas y tensores <span class=""Torange"">|</span> Afiladores, piedras para asentar y para afilar",,,True
25091,,TENS-2C,,,,,,False
25092,,TENS-2M,,,,,,False
25093,,TENS-2L,"Bolsa con 2 tensores elásticos azules de 90 cm, PRETUL",PRETUL,"Accesorios para auto / Eslingas y tensores <span class=""Torange"">|</span> Afiladores, piedras para asentar y para afilar",,,True
25094,,TENS-6,,,,,,False
25101,,BC-202PP,,,,,,False
25102,,BC-252PP,,,,,,False
25103,,BC-302PP,,,,,,False
25104,,BC-352PP,,,,,,False
25105,,BC-402PP,,,,,,False
25106,,BC-203PP,,,,,,False
25107,,BC-253PP,,,,,,False
25108,,BC-201PP,,,,,,False
25109,,BC-251PP,,,,,,False
25130,,ENC-27,,,,,,False
25131,,GAS-125,,,,,,False
25980,,ZC-025C,,,,,,False
25981,,ZC-026C,,,,,,False
25982,,ZC-027C,,,,,,False
25983,,ZC-028C,,,,,,False
25984,,ZC-029C,,,,,,False
25985,,ZC-030C,,,,,,False
25986,,PP-10CG,,,,,,False
25990,,ZC-025N,,,,,,False
25991,,ZC-026N,,,,,,False
25992,,ZC-027N,,,,,,False
25993,,ZC-028N,,,,,,False
25994,,ZC-029N,,,,,,False
25995,,ZC-030N,,,,,,False
26003,,LINA-LL,,,,,,False
26005,,CASO-300-P,,,,,,False
26007,,PF-500P,"Protector facial, PRETUL",PRETUL,"Cubrebocas, respiradores N95 y protectores faciales",,,True
26008,,REP-PFP,,,,,,False
26009,,LEN-SZ-P,"Lentes de seguridad azules, PRETUL LITE",PRETUL,Lentes de seguridad,,,True
26015,,MOT-4520P,,,,,,False
26016,,BAMO-20P,,,,,,False
26017,,MOT-4518P,,,,,,False
26018,,BAMO-18P,,,,,,False
26020,,FLA-40P,,,,,,False
26021,,FFR-55P,,,,,,False
26022,,FWC-35P,,,,,,False
26026,,TN-8AP,"Tenaza de armador 8"", PRETUL",PRETUL,Tenazas | Tiroleras,,,True
26027,,TN-9AP,"Tenaza de armador 9"", PRETUL",PRETUL,Tenazas | Tiroleras,,,True
26028,,TN-10AP,"Tenaza de armador 10"", PRETUL",PRETUL,Tenazas | Tiroleras,,,True
26029,,DIA-60P,,,,,,False
26030,,CF-1/2P,"Conector 1/2"" hembra de latón laminado, PRETUL",PRETUL,"Conexiones para manguera de jardín, abrazaderas y accesorios para riego",,,True
26031,,CM-1/2P,,,,,,False
26032,,CFM-1/2P,,,,,,False
26033,,GEN-10P,"Generador portátil 1 kW motor a gasolina, PRETUL",PRETUL,Generadores con motor a gasolina e inversores,,,True
26034,,GEN-25P,"Generador portátil 2.5 kW motor a gasolina, PRETUL",PRETUL,Generadores con motor a gasolina e inversores,,,True
26035,,GEN-55P,"Generador portátil 5.5 kW motor a gasolina, PRETUL",PRETUL,Generadores con motor a gasolina e inversores,,,True
26036,,GEN-70P,"Generador portátil 7 kW motor a gasolina, PRETUL",PRETUL,Generadores con motor a gasolina e inversores,,,True
26037,,KIT-14P,,,,,,False
26038,,KIT-4P,"Juego de 4 piezas para instalar cerraduras, PRETUL",PRETUL,"Brocasierras bimetálicas, mandriles y brocasierras de acero",,,True
26039,,TB-4P,"Tornillo de banco 4"" de hierro gris, PRETUL",PRETUL,Tornillos de banco,,,True
26042,,TB-5P,"Tornillo de banco 5"" de hierro gris, PRETUL",PRETUL,Tornillos de banco,,,True
26050,,TH-10P,"Tijera para hojalatero 10"", PRETUL",PRETUL,"Tijeras de aviación, para hojalatero, industriales, para sastre y electricista",,,True
26051,,TH-12P,"Tijera para hojalatero 12"", PRETUL",PRETUL,"Tijeras de aviación, para hojalatero, industriales, para sastre y electricista",,,True
26052,,TH-8P,"Tijera para hojalatero 8"", PRETUL",PRETUL,"Tijeras de aviación, para hojalatero, industriales, para sastre y electricista",,,True
26053,,PET-15PP,,,,,,False
26054,,PET-15P,,,,,,False
26061,,ZC-023N,,,,,,False
26062,,ZC-024N,,,,,,False
26063,,MOTB-3P,,,,,,False
26064,,CB-SICI-7-1/4P,,,,,,False
26066,,CERO-62P,,,,,,False
26067,,CERO-61P,,,,,,False
26070,,LIRE-200P,,,,,,False
26079,,DIA-270P3,,,,,,False
26086,,EC-6P,"Escuadra 6"" para carpintero, PRETUL",PRETUL,"Escuadras para cantero, de combinación, para muros de yeso, carpintero y multiángulo",,,True
26087,,EC-8P,"Escuadra 8"" para carpintero, PRETUL",PRETUL,"Escuadras para cantero, de combinación, para muros de yeso, carpintero y multiángulo",,,True
26088,,EC-10P,"Escuadra 10"" para carpintero, PRETUL",PRETUL,"Escuadras para cantero, de combinación, para muros de yeso, carpintero y multiángulo",,,True
26089,,EC-12P,"Escuadra 12"" para carpintero, PRETUL",PRETUL,"Escuadras para cantero, de combinación, para muros de yeso, carpintero y multiángulo",,,True
26090,,JUDA-60P,,,,,,False
26091,,SET-130,,,,,,False
26094,,JGM-12P,,,,,,False
26095,,PUDE-12FP,,,,,,False
26104,,DES-52P,"Desmalezadora a gasolina 52 cc mango tipo ""bici"" , PRETUL",PRETUL,"Desmalezadoras, desbrozadoras y arnés",,,True
26112,,REF-407L,"Reflector LED para exteriores 300W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores,,,True
26113,,REF-408L,"Reflector LED para exteriores 400W 6500K, VOLTECK BASIC",VOLTECK BASIC,Iluminación exterior / Reflectores,,,True
26123,,LED-250V,,,,,,False
26124,,LED-350V,,,,,,False
26125,,LED-450V,,,,,,False
26126,,CU-CE-3-1/4P,,,,,,False
26131,,KC-DES-25P,,,,,,False
26135,,LP-44B,,,,,,False
26136,,LP-35B,,,,,,False
26137,,LP-66B,,,,,,False
26138,,LP-69B,,,,,,False
26139,,LP-36B,,,,,,False
26140,,LP-55B,,,,,,False
26175,,BALT-NE-EP,,,,,,False
26176,,BALT-NE-RP,,,,,,False
26177,,BALT-NE-BP,,,,,,False
26178,,BALT-NE-EPB,,,,,,False
26179,,BALT-NE-RPB,,,,,,False
26180,,BALT-NE-BPB,,,,,,False
26400,,PULA-P,,,,,,False
26402,,DESI-36P2,,,,,,False
26633,,PA-APCO-B3I,,,,,,False
26634,,PA-APCO-BI,,,,,,False
26635,,PA-APCO-B2I,,,,,,False
26636,,PA-COTR-BI,,,,,,False
26637,,CODO-BI,,,,,,False
26638,,PA-APTR-BI,,,,,,False
26639,,PA-APDO-EBI,,,,,,False
26640,,PA-APDO-BI,,,,,,False
26641,,PA-APSE-EBI,,,,,,False
26642,,PA-APSE-BI,,,,,,False
27002,,PAP-GR-P,,,,,,False
27003,,PA-AC-P,,,,,,False
27004,,PA-GO-P,,,,,,False
27007,,ESEX-300P,,,,,,False
27008,,ESEX-500P,,,,,,False
27009,,ESEX-750P,,,,,,False
27010,,CTF-1/2P,"Cinta sella roscas 1/2"" x 7m, PRETUL",PRETUL,Cintas aislantes y sella roscas,,,True
27011,,CTF-3/4P,"Cinta sella roscas 3/4"" x 7m, PRETUL",PRETUL,Cintas aislantes y sella roscas,,,True
27013,,MA3-HILAP,"Manguera para HILA-1300P, PRETUL",PRETUL,"Hidrolavadoras eléctricas, Truper y Pretul",,,True
27014,,PIM-55PG,,,,,,False
27015,,CHMA-4PG,,,,,,False
27016,,DID-240P,,,,,,False
27017,,DID-245P,,,,,,False
27018,,DID-270P,,,,,,False
27019,,BOAP-1/2P3,,,,,,False
27020,,CORAL-4P,,,,,,False
27021,,CORAL-5P,,,,,,False
27022,,CORAL-HEM-1/4P,,,,,,False
27023,,CORAL-MA-1/4P,,,,,,False
27025,,NIPLE-P,,,,,,False
27027,,COPLE-P,,,,,,False
27028,,COPLE-HEM-1/4P,,,,,,False
27029,,COPLE-MA-1/4P,,,,,,False
27030,,CORAL-6P,,,,,,False
27031,,DID-340P,,,,,,False
27032,,DID-345P,,,,,,False
27033,,DID-370P,,,,,,False
27035,,LL-BRO-3/8-P,,,,,,False
27036,,LL-BRO-1/2-P,,,,,,False
27037,,BRO-3/8N-P,,,,,,False
27038,,BRO-1/2N-P,,,,,,False
27039,,TN-HN-1/2X24P,,,,,,False
27041,,TN-HN-1/2X50P,,,,,,False
27045,,MOT-6020P,,,,,,False
27046,,CS-75IP,"Cerradura sobreponer izq instala-fácil, caja, HERMEX BASIC",HERMEX BASIC,Cerraduras de sobreponer,,,True
27047,,CS-75DP,"Cerradura sobreponer der instala-fácil, caja, HERMEX BASIC",HERMEX BASIC,Cerraduras de sobreponer,,,True
27050,,LIBI-2P,,,,,,False
27052,,RET-DES-300P2,,,,,,False
27053,,TAP-DES-300P2,,,,,,False
27054,,REP-DES-300P2,,,,,,False
27060,,HIPE-30,,,,,,False
27061,,HIPE-40,,,,,,False
27062,,HIPE-50,,,,,,False
27063,,HIPE-60,,,,,,False
27064,,HIPE-70,,,,,,False
27065,,HIPE-80,,,,,,False
27066,,HIPE-90,,,,,,False
27067,,HIPE-100,,,,,,False
27069,,CH-25PL,,,,,,False
27070,,CH-30PL,,,,,,False
27071,,CH-40PL,,,,,,False
27072,,CH-50PL,,,,,,False
27074,,CHB-25PL,,,,,,False
27075,,CHB-30PL,,,,,,False
27076,,CHB-40PL,,,,,,False
27077,,CHB-50PL,,,,,,False
27083,,LI-CA-3AAAP,,,,,,False
27087,,TP-8520-6-1/2,,,,,,False
27088,,COR-85ZP,"Candado antipalanca 85 mm cuerpo metálico, HERMEX BASIC",HERMEX BASIC,Candados antipalanca | Candados de combinación,,,True
27098,,SICI-7-1/4P,,,,,,False
27099,,HILA-2000P2,,,,,,False
27104,,MALE-16P,"Maletín portaherramientas 16"", PRETUL",PRETUL,"Cajas para herramienta, maletas y mochilas portaherramienta",,,True
27105,,MALE-20P,"Maletín portaherramientas 20"", PRETUL",PRETUL,"Cajas para herramienta, maletas y mochilas portaherramienta",,,True
27106,,COMP-KIT20P2,,,,,,False
27107,,COA-B,"Contacto 2 polos + tierra, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
27108,,APSE-B,"Interruptor sencillo, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
27109,,APSE-3B,"Interruptor de 3 vías, VOLTECK BASIC",VOLTECK BASIC,Artefactos eléctricos,,,True
27110,,MBC-10P,,,,,,False
27118,,CB-ROTO-P6,,,,,,False
27119,,BASE-30P,"Báscula electrónica multifunciones 30 kg, PRETUL",PRETUL,"Básculas multifunciones, romanas y para equipaje",,,True
27125,,INT-ROTO-P6,,,,,,False
27127,,POL-1P,,,,,,False
27128,,POL-2P,,,,,,False
27129,,POL-3P,,,,,,False
27130,,ZC-023C,,,,,,False
27131,,ZC-024C,,,,,,False
27132,,BC-206PP,,,,,,False
27133,,BC-256PP,,,,,,False
27134,,BC-306PP,,,,,,False
27135,,BC-356PP,,,,,,False
27136,,BC-406PP,,,,,,False
27140,,BOQ-FMP,,,,,,False
27141,,LAN-FMP,,,,,,False
27142,,PIS-FMP,,,,,,False
27143,,ANP-FMP,,,,,,False
27144,,CIL-FMP,,,,,,False
27145,,PIST-FMP,,,,,,False
27146,,EMP-FMP,,,,,,False
27147,,BOQ-FUMP,,,,,,False
27148,,LAN-FUMP,,,,,,False
27149,,ANP-FUMP,,,,,,False
27150,,CIL-FUMP,,,,,,False
27151,,EMP-FUMP,,,,,,False
27154,,218-PX,,,,,,False
27155,,219-PX,,,,,,False
27156,,PEL-6PX,,,,,,False
27157,,PEX-8PX,,,,,,False
27158,,PEX-10PX,,,,,,False
27159,,PEX-12PX,,,,,,False
27160,,PCD-8PX,,,,,,False
27161,,PCH-10PX,,,,,,False
27162,,LED-40GFB,,,,,,False
27164,,LED-150FB,,,,,,False
27165,,LED-150CB,,,,,,False
27166,,CB-CALA-P4,,,,,,False
27168,,SET-109,,,,,,False
27169,,SET-104,,,,,,False
27170,,PA-NB-P,,,,,,False
27171,,PA-BB-P,,,,,,False
27172,,PA-NM-P,,,,,,False
27173,,PA-RO-P,,,,,,False
27174,,PAM-PL-P,,,,,,False
27175,,PA-BM-P,,,,,,False
27176,,PA-TR-P,,,,,,False
27177,,PAM-CR-P,,,,,,False
27178,,PA-AH-P,,,,,,False
27179,,PA-TA-P,,,,,,False
27180,,PAM-OR-P,,,,,,False
27181,,PA-NA-P,,,,,,False
27182,,PA-AU-P,,,,,,False
27183,,PA-NS-P,,,,,,False
27184,,PA-VH-P,,,,,,False
27185,,CB-MOT-GRUPO2,,,,,,False
27186,,CB-MOT-GRUPO3,,,,,,False
27187,,CB-ES-4-1/2P5,,,,,,False
27188,,R35-COMP-40LP,Carcasa plástica para compresores PRETUL,PRETUL,Compresores de aire lubricados,,,True
27190,,JCE-11P,,,,,,False
27191,,JCE-12P,,,,,,False
27192,,DT-6P,,,,,,False
27195,,BOS-1/2LPP,,,,,,False
27196,,BOS-3/4LPP,,,,,,False
27197,,BOS-1LPP,,,,,,False
27198,,BOS-1SPP,,,,,,False
27199,,BOS-1-1/2SPP,,,,,,False
27201,,PNT-3P,"Prensa 3"" de hierro dúctil para carpintería, PRETUL",PRETUL,Prensas,,,True
27202,,PNT-4P,"Prensa 4"" de hierro dúctil para carpintería, PRETUL",PRETUL,Prensas,,,True
27211,,LED-75CBX4,,,,,,False
27214,,LED-100CB,,,,,,False
27215,,LED-125CB,,,,,,False
27216,,MALE-14P,"Maletín portaherramientas 14"", PRETUL",PRETUL,"Cajas para herramienta, maletas y mochilas portaherramienta",,,True
27217,,MALE-18P,"Maletín portaherramientas 18"", PRETUL",PRETUL,"Cajas para herramienta, maletas y mochilas portaherramienta",,,True
27222,,PPSE-B,,,,,,False
27223,,PPDO-B,,,,,,False
